,0,odds_search,fighter_odds_url
524,Paula Jinh,https://www.bestfightodds.com/search?query=Paula Jinh,/fighters/Jinh-Yu-Frey-5099
526,Ray Rodriguez,https://www.bestfightodds.com/search?query=Ray Rodriguez,/fighters/Joe-Rodriguez-3903
553,Jr. Marcin,https://www.bestfightodds.com/search?query=Jr. Marcin,/fighters/Marcin-Bandel-5061
555,Gaetano Pirrello,https://www.bestfightodds.com/search?query=Gaetano Pirrello,
572,Peter Barrett,https://www.bestfightodds.com/search?query=Peter Barrett,/fighters/Peter-Barrett-6751
573,Santos Ciryl,https://www.bestfightodds.com/search?query=Santos Ciryl,/fighters/Ciryl-Gane-9273
574,Preux Jamahal,https://www.bestfightodds.com/search?query=Preux Jamahal,/fighters/Jamahal-Hill-9288
577,Rachael Ostovich,https://www.bestfightodds.com/search?query=Rachael Ostovich,/fighters/Rachael-Ostovich-5338
581,Alhassan Khaos,https://www.bestfightodds.com/search?query=Alhassan Khaos,/fighters/Khaos-Williams-9974
583,Freitas Tony,https://www.bestfightodds.com/search?query=Freitas Tony,/fighters/Gil-de-Freitas-5956
584,Rhys McKee,https://www.bestfightodds.com/search?query=Rhys McKee,/fighters/Rhys-McKee-6874
599,Liliya Shakirova,https://www.bestfightodds.com/search?query=Liliya Shakirova,/fighters/Liliya-Shakirova-8007
603,Castro Carlos,https://www.bestfightodds.com/search?query=Castro Carlos,/fighters/Godofredo-Castro-3404
604,Cameron Else,https://www.bestfightodds.com/search?query=Cameron Else,/fighters/Cameron-Else-4409
605,Randamie Julianna,https://www.bestfightodds.com/search?query=Randamie Julianna,/fighters/Germaine-de-Randamie-2269
610,Jeff Hughes,https://www.bestfightodds.com/search?query=Jeff Hughes,/fighters/Jeff-Hughes-7563
616,Silva Mara,https://www.bestfightodds.com/search?query=Silva Mara,/fighters/Mara-Romero-Borella-6218
622,Preux Alonzo,https://www.bestfightodds.com/search?query=Preux Alonzo,/fighters/Ovince-St-Preux-1788
624,Chirico Zak,https://www.bestfightodds.com/search?query=Chirico Zak,
626,Austin Springer,https://www.bestfightodds.com/search?query=Austin Springer,/fighters/Austin-Springer-4395
627,Kim Alexa,https://www.bestfightodds.com/search?query=Kim Alexa,/fighters/Alexa-Conners-6400
630,Inoue Mizuki,https://www.bestfightodds.com/search?query=Inoue Mizuki,/fighters/Mizuki-Inoue-4118
634,Santos Jairzinho,https://www.bestfightodds.com/search?query=Santos Jairzinho,/fighters/Jairzinho-Rozenstruik-8218
651,Alhassan Mounir,https://www.bestfightodds.com/search?query=Alhassan Mounir,/fighters/Abdul-Razak-Alhassan-4724
653,Chris Fishgold,https://www.bestfightodds.com/search?query=Chris Fishgold,/fighters/Chris-Fishgold-3864
657,Roman Bogatov,https://www.bestfightodds.com/search?query=Roman Bogatov,/fighters/Roman-Bogatov-10115
659,Max Rohskopf,https://www.bestfightodds.com/search?query=Max Rohskopf,
661,Brianna Fortino,https://www.bestfightodds.com/search?query=Brianna Fortino,/fighters/Brianna-Fortino-13884
675,Klidson Abreu,https://www.bestfightodds.com/search?query=Klidson Abreu,/fighters/Klidson-Abreu-9184
685,Silva Maryna,https://www.bestfightodds.com/search?query=Silva Maryna,/fighters/Maryna-Moroz-5527
688,Saparbeg Safarov,https://www.bestfightodds.com/search?query=Saparbeg Safarov,/fighters/Saparbeg-Safarov-8578
692,Zarah Fairn,https://www.bestfightodds.com/search?query=Zarah Fairn,/fighters/Zarah-Fairn-9842
705,Anjos Michael,https://www.bestfightodds.com/search?query=Anjos Michael,/fighters/Rafael-Dos-Anjos-895
709,Ma Omar,https://www.bestfightodds.com/search?query=Ma Omar,/fighters/Adek-Omar-5271
710,Kang Pingyuan,https://www.bestfightodds.com/search?query=Kang Pingyuan,/fighters/Liu-Pingyuan-8739
723,Isabela de,https://www.bestfightodds.com/search?query=Isabela de,
726,Chance Rencountre,https://www.bestfightodds.com/search?query=Chance Rencountre,/fighters/Chance-Rencountre-5842
729,Ben Askren,https://www.bestfightodds.com/search?query=Ben Askren,/fighters/Ben-Askren-1760
736,Thomas Gifford,https://www.bestfightodds.com/search?query=Thomas Gifford,/fighters/Thomas-Gifford-3560
739,Kron Gracie,https://www.bestfightodds.com/search?query=Kron Gracie,/fighters/Kron-Gracie-6115
741,Hector Aldana,https://www.bestfightodds.com/search?query=Hector Aldana,/fighters/Hector-Aldana-8244
746,Chirico Makhmud,https://www.bestfightodds.com/search?query=Chirico Makhmud,/fighters/Alessio-Di-Chirico-6204
747,Nohelin Hernandez,https://www.bestfightodds.com/search?query=Nohelin Hernandez,/fighters/Nohelin-Hernandez-8181
748,Danilo Belluardo,https://www.bestfightodds.com/search?query=Danilo Belluardo,/fighters/Danilo-Belluardo-6172
750,Carlos Huachin,https://www.bestfightodds.com/search?query=Carlos Huachin,/fighters/Carlos-Huachin-9376
751,Reyes Kyle,https://www.bestfightodds.com/search?query=Reyes Kyle,/fighters/Alex-Reyes-7224
752,Marcos Mariano,https://www.bestfightodds.com/search?query=Marcos Mariano,/fighters/Marcos-Mariano-9476
761,Derrick Krantz,https://www.bestfightodds.com/search?query=Derrick Krantz,/fighters/Derrick-Krantz-3193
763,Kang Brandon,https://www.bestfightodds.com/search?query=Kang Brandon,/fighters/Ji-Won-Kang-10624
764,Jodie Esquibel,https://www.bestfightodds.com/search?query=Jodie Esquibel,/fighters/Jodie-Esquibel-3801
768,Freitas Chris,https://www.bestfightodds.com/search?query=Freitas Chris,/fighters/Gil-de-Freitas-5956
769,Bobby Moffett,https://www.bestfightodds.com/search?query=Bobby Moffett,/fighters/Bobby-Moffett-5731
774,Sarah Frota,https://www.bestfightodds.com/search?query=Sarah Frota,/fighters/Sarah-Frota-8551
775,Yoshinori Horie,https://www.bestfightodds.com/search?query=Yoshinori Horie,
777,Anjos Leon,https://www.bestfightodds.com/search?query=Anjos Leon,/fighters/Rafael-Dos-Anjos-895
781,Jin Soo,https://www.bestfightodds.com/search?query=Jin Soo,
784,Randamie Aspen,https://www.bestfightodds.com/search?query=Randamie Aspen,/fighters/Aspen-Ladd-5464
785,Sheymon Moraes,https://www.bestfightodds.com/search?query=Sheymon Moraes,/fighters/Sheymon-Moraes-5362
793,Dan Moret,https://www.bestfightodds.com/search?query=Dan Moret,
800,Duda Santana,https://www.bestfightodds.com/search?query=Duda Santana,/fighters/Duda-Santana-9580
801,Sung Bin,https://www.bestfightodds.com/search?query=Sung Bin,/fighters/Kim-Kyu-Sung-9166
803,Junior Ian,https://www.bestfightodds.com/search?query=Junior Ian,/fighters/Ackson-Junior-5748
804,Anjos Kevin,https://www.bestfightodds.com/search?query=Anjos Kevin,/fighters/Rafael-Dos-Anjos-895
817,Preux Nikita,https://www.bestfightodds.com/search?query=Preux Nikita,/fighters/Ovince-St-Preux-1788
826,Jesus Pinedo,https://www.bestfightodds.com/search?query=Jesus Pinedo,/fighters/Jesus-Pinedo-8714
830,Martin Sergio,https://www.bestfightodds.com/search?query=Martin Sergio,/fighters/Sergio-Cortes-1223
836,Carlo Pedersoli,https://www.bestfightodds.com/search?query=Carlo Pedersoli,/fighters/Carlo-Pedersoli-Jr-8152
841,Borella Taila,https://www.bestfightodds.com/search?query=Borella Taila,/fighters/Taila-Santos-8541
842,Freitas Felipe,https://www.bestfightodds.com/search?query=Freitas Felipe,/fighters/Gil-de-Freitas-5956
850,la Rocha,https://www.bestfightodds.com/search?query=la Rocha,/fighters/Caio-Rocha-5870
856,Santos Tai,https://www.bestfightodds.com/search?query=Santos Tai,/fighters/Leo-Santos-4186
858,Michel Batista,https://www.bestfightodds.com/search?query=Michel Batista,/fighters/Michel-Batista-7819
859,Anjos Kamaru,https://www.bestfightodds.com/search?query=Anjos Kamaru,/fighters/Rafael-Dos-Anjos-895
860,Kim Antonina,https://www.bestfightodds.com/search?query=Kim Antonina,
862,Ricky Rainey,https://www.bestfightodds.com/search?query=Ricky Rainey,/fighters/Ricky-Rainey-3464
863,Justin Frazier,https://www.bestfightodds.com/search?query=Justin Frazier,/fighters/Justin-Frazier-2925
864,Darrell Horcher,https://www.bestfightodds.com/search?query=Darrell Horcher,/fighters/Darrell-Horcher-5957
866,Jr. Johnny,https://www.bestfightodds.com/search?query=Jr. Johnny,/fighters/Johnny-Goh-1641
869,Jung Yair,https://www.bestfightodds.com/search?query=Jung Yair,/fighters/Yair-Rodriguez-5292
879,Preux Dominick,https://www.bestfightodds.com/search?query=Preux Dominick,/fighters/Ovince-St-Preux-1788
883,Silva Gillian,https://www.bestfightodds.com/search?query=Silva Gillian,/fighters/Gillian-Goh-13731
886,Terrion Ware,https://www.bestfightodds.com/search?query=Terrion Ware,/fighters/Terrion-Ware-5451
892,Craig White,https://www.bestfightodds.com/search?query=Craig White,/fighters/Craig-White-2558
893,Alhassan Niko,https://www.bestfightodds.com/search?query=Alhassan Niko,/fighters/Abdul-Razak-Alhassan-4724
902,Tim Williams,https://www.bestfightodds.com/search?query=Tim Williams,/fighters/A-J-Williams-4790
903,Jose Torres,https://www.bestfightodds.com/search?query=Jose Torres,/fighters/Jose-Torres-5996
915,Santos Blagoy,https://www.bestfightodds.com/search?query=Santos Blagoy,/fighters/Blagoy-Ivanov-6929
916,Allan Zuniga,https://www.bestfightodds.com/search?query=Allan Zuniga,/fighters/Allan-Zuniga-8409
919,Joe Giannetti,https://www.bestfightodds.com/search?query=Joe Giannetti,/fighters/Joe-Giannetti-8410
920,Richie Smullen,https://www.bestfightodds.com/search?query=Richie Smullen,/fighters/Richie-Smullen-6875
921,Chirico Julian,https://www.bestfightodds.com/search?query=Chirico Julian,/fighters/Alessio-Di-Chirico-6204
926,Preux Tyson,https://www.bestfightodds.com/search?query=Preux Tyson,/fighters/Ovince-St-Preux-1788
927,Kim Melinda,https://www.bestfightodds.com/search?query=Kim Melinda,
930,Anjos Colby,https://www.bestfightodds.com/search?query=Anjos Colby,/fighters/Rafael-Dos-Anjos-895
935,Felipe Silva,https://www.bestfightodds.com/search?query=Felipe Silva,/fighters/Felipe-Silva-6568
939,James Bochnovic,https://www.bestfightodds.com/search?query=James Bochnovic,/fighters/James-Bochnovic-7353
942,Martin Keita,https://www.bestfightodds.com/search?query=Martin Keita,/fighters/Keita-Ishibashi-7358
951,Dmitry Sosnovskiy,https://www.bestfightodds.com/search?query=Dmitry Sosnovskiy,/fighters/Dmitriy-Sosnovskiy-7405
956,Preux Ilir,https://www.bestfightodds.com/search?query=Preux Ilir,/fighters/Ilir-Latifi-2628
960,Brian Camozzi,https://www.bestfightodds.com/search?query=Brian Camozzi,/fighters/Brian-Camozzi-5999
972,Kang Guido,https://www.bestfightodds.com/search?query=Kang Guido,/fighters/Guido-Cannetti-5293
973,Jr. Michal,https://www.bestfightodds.com/search?query=Jr. Michal,/fighters/Michal-Andryszak-4316
974,Chirico Oluwale,https://www.bestfightodds.com/search?query=Chirico Oluwale,/fighters/Alessio-Di-Chirico-6204
978,Galore Bofando,https://www.bestfightodds.com/search?query=Galore Bofando,
980,De Tomas,https://www.bestfightodds.com/search?query=De Tomas,/fighters/Tomas-Bolo-11167
981,Neto Trevin,https://www.bestfightodds.com/search?query=Neto Trevin,/fighters/Falco-Neto-9014
984,Ryan Janes,https://www.bestfightodds.com/search?query=Ryan Janes,/fighters/Ryan-Janes-6570
985,Melinda Fabian,https://www.bestfightodds.com/search?query=Melinda Fabian,/fighters/Melinda-Fabian-7778
986,Bharat Kandare,https://www.bestfightodds.com/search?query=Bharat Kandare,/fighters/Bharat-Kandare-8252
991,Ashkan Mokhtarian,https://www.bestfightodds.com/search?query=Ashkan Mokhtarian,/fighters/Ashkan-Mokhtarian-7103
995,Marcel Fortuna,https://www.bestfightodds.com/search?query=Marcel Fortuna,/fighters/Marcel-Fortuna-6973
997,Michel Quinones,https://www.bestfightodds.com/search?query=Michel Quinones,/fighters/Michel-Quinones-6916
1001,Preux Corey,https://www.bestfightodds.com/search?query=Preux Corey,/fighters/Ovince-St-Preux-1788
1003,Christian Colombo,https://www.bestfightodds.com/search?query=Christian Colombo,/fighters/Christian-Colombo-4108
1004,Junior Jack,https://www.bestfightodds.com/search?query=Junior Jack,/fighters/Avi-Jack-3768
1008,Borella Kalindra,https://www.bestfightodds.com/search?query=Borella Kalindra,/fighters/Kalindra-Faria-5314
1010,Chan-Mi Jeon,https://www.bestfightodds.com/search?query=Chan-Mi Jeon,/fighters/Chan-Mi-Jeon-7282
1014,Preux Yushin,https://www.bestfightodds.com/search?query=Preux Yushin,/fighters/Ovince-St-Preux-1788
1016,Alex Reyes,https://www.bestfightodds.com/search?query=Alex Reyes,/fighters/Alex-Reyes-7224
1019,Martin Olivier,https://www.bestfightodds.com/search?query=Martin Olivier,/fighters/Olivier-Murad-10631
1020,Azunna Anyanwu,https://www.bestfightodds.com/search?query=Azunna Anyanwu,
1026,Abdul-Kerim Edilov,https://www.bestfightodds.com/search?query=Abdul-Kerim Edilov,/fighters/Abdul-Kerim-Edilov-7351
1028,Andrew Holbrook,https://www.bestfightodds.com/search?query=Andrew Holbrook,/fighters/Andrew-Holbrook-5727
1029,Mendoza Jordan,https://www.bestfightodds.com/search?query=Mendoza Jordan,/fighters/Luis-Mendoza-1700
1041,Jr. Paul,https://www.bestfightodds.com/search?query=Jr. Paul,/fighters/Logan-Paul-9700
1045,Jesse Taylor,https://www.bestfightodds.com/search?query=Jesse Taylor,/fighters/Jesse-Taylor-792
1046,Tom Gallicchio,https://www.bestfightodds.com/search?query=Tom Gallicchio,
1047,Nick Roehrick,https://www.bestfightodds.com/search?query=Nick Roehrick,/fighters/Nick-Roehrick-7357
1050,Martin Johnny,https://www.bestfightodds.com/search?query=Martin Johnny,/fighters/Johnny-Goh-1641
1054,Kim Colby,https://www.bestfightodds.com/search?query=Kim Colby,/fighters/Colby-Covington-5049
1055,Kim Lucie,https://www.bestfightodds.com/search?query=Kim Lucie,/fighters/Lucie-Bertaud-10346
1056,Kwak Russell,https://www.bestfightodds.com/search?query=Kwak Russell,/fighters/Kwan-Ho-Kwak-6818
1060,Junior Eric,https://www.bestfightodds.com/search?query=Junior Eric,/fighters/Ackson-Junior-5748
1062,Jim Wallhead,https://www.bestfightodds.com/search?query=Jim Wallhead,/fighters/Jim-Wallhead-633
1067,Alex Nicholson,https://www.bestfightodds.com/search?query=Alex Nicholson,/fighters/Alex-Nicholson-6140
1068,Alhassan Omari,https://www.bestfightodds.com/search?query=Alhassan Omari,/fighters/Omari-Akhmedov-4414
1069,Michael McBride,https://www.bestfightodds.com/search?query=Michael McBride,/fighters/Michael-McBride-4478
1072,Cindy Dandois,https://www.bestfightodds.com/search?query=Cindy Dandois,/fighters/Cindy-Dandois-5334
1074,Preux Marcos,https://www.bestfightodds.com/search?query=Preux Marcos,/fighters/Ovince-St-Preux-1788
1075,Rashid Magomedov,https://www.bestfightodds.com/search?query=Rashid Magomedov,/fighters/Rashid-Magomedov-2432
1076,Augusto Mendes,https://www.bestfightodds.com/search?query=Augusto Mendes,/fighters/Augusto-Mendes-5296
1079,Nathan Coy,https://www.bestfightodds.com/search?query=Nathan Coy,/fighters/Nathan-Coy-1815
1092,Alex Ricci,https://www.bestfightodds.com/search?query=Alex Ricci,/fighters/Alex-Ricci-2588
1096,Preux Volkan,https://www.bestfightodds.com/search?query=Preux Volkan,/fighters/Ovince-St-Preux-1788
1099,Silva Jordan,https://www.bestfightodds.com/search?query=Silva Jordan,/fighters/Joe-Jordan-683
1100,de Lima,https://www.bestfightodds.com/search?query=de Lima,/fighters/Alan-Lima-592
1101,JC Cottrell,https://www.bestfightodds.com/search?query=JC Cottrell,/fighters/J-C-Cottrell-5762
1105,Martin Alex,https://www.bestfightodds.com/search?query=Martin Alex,/fighters/Martin-Day-7448
1107,Kim Tarec,https://www.bestfightodds.com/search?query=Kim Tarec,
1109,Junior Marvin,https://www.bestfightodds.com/search?query=Junior Marvin,/fighters/Marvin-Blumer-5201
1111,Silva Paul,https://www.bestfightodds.com/search?query=Silva Paul,/fighters/Logan-Paul-9700
1112,Fredy Serrano,https://www.bestfightodds.com/search?query=Fredy Serrano,/fighters/Fredy-Serrano-5321
1116,Sean O'Connell,https://www.bestfightodds.com/search?query=Sean O'Connell,/fighters/Sean-O-Connell-4635
1117,Santos e,https://www.bestfightodds.com/search?query=Santos e,/fighters/Leo-Santos-4186
1119,Ma Brendan,https://www.bestfightodds.com/search?query=Ma Brendan,/fighters/Brendan-Allen-6203
1121,Jr. Tyson,https://www.bestfightodds.com/search?query=Jr. Tyson,/fighters/Tyson-Nam-584
1122,Ham Danielle,https://www.bestfightodds.com/search?query=Ham Danielle,/fighters/Danielle-Hindley-10408
1124,Geane Herrera,https://www.bestfightodds.com/search?query=Geane Herrera,/fighters/Geane-Herrera-5729
1125,Jonathan Meunier,https://www.bestfightodds.com/search?query=Jonathan Meunier,/fighters/Jonathan-Meunier-6502
1127,Milana Dudieva,https://www.bestfightodds.com/search?query=Milana Dudieva,/fighters/Milana-Dudieva-4945
1131,Reyes Jason,https://www.bestfightodds.com/search?query=Reyes Jason,/fighters/Alex-Reyes-7224
1132,Chris Avila,https://www.bestfightodds.com/search?query=Chris Avila,/fighters/Chris-Avila-5381
1133,Anjos Tony,https://www.bestfightodds.com/search?query=Anjos Tony,/fighters/Rafael-Dos-Anjos-895
1135,Heather Clark,https://www.bestfightodds.com/search?query=Heather Clark,/fighters/Heather-Clark-3129
1136,Preux Jimi,https://www.bestfightodds.com/search?query=Preux Jimi,/fighters/Jimi-Manuwa-3074
1140,Silva Joachim,https://www.bestfightodds.com/search?query=Silva Joachim,/fighters/Joachim-Christensen-3880
1144,Moreira Gregor,https://www.bestfightodds.com/search?query=Moreira Gregor,/fighters/Gregor-Gillespie-3652
1147,Junior Leonardo,https://www.bestfightodds.com/search?query=Junior Leonardo,/fighters/Leonardo-Arguedas-1429
1149,Joey Gomez,https://www.bestfightodds.com/search?query=Joey Gomez,/fighters/Joey-Gomez-6023
1159,Lim Mike,https://www.bestfightodds.com/search?query=Lim Mike,/fighters/Mike-Hay-4895
1165,Jason Novelli,https://www.bestfightodds.com/search?query=Jason Novelli,/fighters/Jason-Novelli-5779
1175,Cody Pfister,https://www.bestfightodds.com/search?query=Cody Pfister,/fighters/Cody-Pfister-5460
1176,Cristina Stanciu,https://www.bestfightodds.com/search?query=Cristina Stanciu,/fighters/Cristina-Stanciu-6269
1178,Enrique Marin,https://www.bestfightodds.com/search?query=Enrique Marin,/fighters/Enrique-Marin-5984
1185,Fernando Bruno,https://www.bestfightodds.com/search?query=Fernando Bruno,/fighters/Fernando-Bruno-5719
1186,Anton Zafir,https://www.bestfightodds.com/search?query=Anton Zafir,/fighters/Anton-Zafir-5970
1187,Mehdi Baghdad,https://www.bestfightodds.com/search?query=Mehdi Baghdad,/fighters/Mehdi-Baghdad-4650
1189,Jerrod Sanders,https://www.bestfightodds.com/search?query=Jerrod Sanders,/fighters/Jerrod-Sanders-2387
1190,Dileno Lopes,https://www.bestfightodds.com/search?query=Dileno Lopes,/fighters/Dileno-Lopes-5721
1193,Anjos Eddie,https://www.bestfightodds.com/search?query=Anjos Eddie,/fighters/Rafael-Dos-Anjos-895
1197,Reyes Dong,https://www.bestfightodds.com/search?query=Reyes Dong,/fighters/Xu-Dong-Ma-8655
1205,Randamie Anna,https://www.bestfightodds.com/search?query=Randamie Anna,/fighters/Germaine-de-Randamie-2269
1207,Dominic Waters,https://www.bestfightodds.com/search?query=Dominic Waters,/fighters/Dominic-Waters-5378
1208,Willie Gates,https://www.bestfightodds.com/search?query=Willie Gates,/fighters/Willie-Gates-5361
1212,Moreira James,https://www.bestfightodds.com/search?query=Moreira James,/fighters/Gisele-Moreira-8559
1216,Chirico Bojan,https://www.bestfightodds.com/search?query=Chirico Bojan,/fighters/Alessio-Di-Chirico-6204
1220,Rin Nakai,https://www.bestfightodds.com/search?query=Rin Nakai,
1221,Huna Steve,https://www.bestfightodds.com/search?query=Huna Steve,/fighters/James-Te-Huna-1657
1229,Martin Svensson,https://www.bestfightodds.com/search?query=Martin Svensson,/fighters/Martin-Svensson-4366
1234,Leonardo Guimaraes,https://www.bestfightodds.com/search?query=Leonardo Guimaraes,/fighters/Leonardo-Augusto-Guimaraes-10724
1239,Preux Rafael,https://www.bestfightodds.com/search?query=Preux Rafael,/fighters/Ovince-St-Preux-1788
1241,Levan Makashvili,https://www.bestfightodds.com/search?query=Levan Makashvili,/fighters/Levan-Makashvili-5499
1242,Martin Felipe,https://www.bestfightodds.com/search?query=Martin Felipe,/fighters/Carlos-Felipe-7484
1248,Masanori Kanehara,https://www.bestfightodds.com/search?query=Masanori Kanehara,/fighters/Masanori-Kanehara-1153
1249,Tony Sims,https://www.bestfightodds.com/search?query=Tony Sims,/fighters/Tony-Sims-5715
1252,Santos Alistair,https://www.bestfightodds.com/search?query=Santos Alistair,/fighters/Alistair-Overeem-246
1253,Anjos Donald,https://www.bestfightodds.com/search?query=Anjos Donald,/fighters/Rafael-Dos-Anjos-895
1256,Konstantin Erokhin,https://www.bestfightodds.com/search?query=Konstantin Erokhin,/fighters/Konstantin-Erokhin-5375
1258,Abner Lloveras,https://www.bestfightodds.com/search?query=Abner Lloveras,/fighters/Abner-Lloveras-6087
1259,Marcin Wrzosek,https://www.bestfightodds.com/search?query=Marcin Wrzosek,/fighters/Marcin-Wrzosek-4249
1262,Junior Kevin,https://www.bestfightodds.com/search?query=Junior Kevin,/fighters/Ackson-Junior-5748
1264,Kim Dominic,https://www.bestfightodds.com/search?query=Kim Dominic,/fighters/Dominic-Clark-2164
1265,Nam Mike,https://www.bestfightodds.com/search?query=Nam Mike,/fighters/Mike-Hay-4895
1266,Ham Cortney,https://www.bestfightodds.com/search?query=Ham Cortney,
1267,Bang Leo,https://www.bestfightodds.com/search?query=Bang Leo,/fighters/Jae-Hyuk-Bang-13733
1268,Ho Alvaro,https://www.bestfightodds.com/search?query=Ho Alvaro,/fighters/Alvaro-Herrera-5988
1275,Steve Kennedy,https://www.bestfightodds.com/search?query=Steve Kennedy,/fighters/Tim-Kennedy-374
1276,Gasan Umalatov,https://www.bestfightodds.com/search?query=Gasan Umalatov,/fighters/Gasan-Umalatov-4646
1278,Jon Delos,https://www.bestfightodds.com/search?query=Jon Delos,/fighters/Jon-Delos-Reyes-4562
1281,Ericka Almeida,https://www.bestfightodds.com/search?query=Ericka Almeida,/fighters/Ericka-Almeida-5633
1286,Roger Zapata,https://www.bestfightodds.com/search?query=Roger Zapata,/fighters/Roger-Zapata-5511
1290,Nazareno Malegarie,https://www.bestfightodds.com/search?query=Nazareno Malegarie,
1299,Sirwan Kakai,https://www.bestfightodds.com/search?query=Sirwan Kakai,
1300,Moreira Fernando,https://www.bestfightodds.com/search?query=Moreira Fernando,/fighters/Gisele-Moreira-8559
1305,Hans Stringer,https://www.bestfightodds.com/search?query=Hans Stringer,/fighters/Hans-Stringer-4267
1307,Paul Redmond,https://www.bestfightodds.com/search?query=Paul Redmond,/fighters/Paul-Redmond-3337
1317,Joe Merritt,https://www.bestfightodds.com/search?query=Joe Merritt,/fighters/Joe-Merritt-5714
1319,Lewis Gonzalez,https://www.bestfightodds.com/search?query=Lewis Gonzalez,/fighters/Lewis-Gonzalez-4232
1320,Junior Eddie,https://www.bestfightodds.com/search?query=Junior Eddie,/fighters/Eddie-Ng-2831
1322,Antonio Dos,https://www.bestfightodds.com/search?query=Antonio Dos,/fighters/Antonio-Arroyo-8548
1326,Leonardo Morales,https://www.bestfightodds.com/search?query=Leonardo Morales,/fighters/Leonardo-Morales-5291
1328,Marques Darren,https://www.bestfightodds.com/search?query=Marques Darren,/fighters/Danilo-Marques-7128
1331,Leo Kuntz,https://www.bestfightodds.com/search?query=Leo Kuntz,
1332,Kim Joshua,https://www.bestfightodds.com/search?query=Kim Joshua,/fighters/Joshua-Key-6453
1334,Bang Jon,https://www.bestfightodds.com/search?query=Bang Jon,/fighters/Jae-Hyuk-Bang-13733
1336,Lim Neil,https://www.bestfightodds.com/search?query=Lim Neil,/fighters/Alex-O-Neil-14491
1342,Lisa Ellis,https://www.bestfightodds.com/search?query=Lisa Ellis,/fighters/Lisa-Ellis-3306
1351,Preux Patrick,https://www.bestfightodds.com/search?query=Preux Patrick,/fighters/Ovince-St-Preux-1788
1354,Rocky Lee,https://www.bestfightodds.com/search?query=Rocky Lee,/fighters/Rocky-Lee-5528
1356,Justin Jones,https://www.bestfightodds.com/search?query=Justin Jones,/fighters/Justin-Jones-4930
1359,Shayna Baszler,https://www.bestfightodds.com/search?query=Shayna Baszler,
1360,Oliveira Christos,https://www.bestfightodds.com/search?query=Oliveira Christos,/fighters/Christos-Giagos-5071
1361,Cain Carrizosa,https://www.bestfightodds.com/search?query=Cain Carrizosa,/fighters/Cain-Carrizosa-4401
1363,Roger Narvaez,https://www.bestfightodds.com/search?query=Roger Narvaez,/fighters/Roger-Narvaez-4041
1365,Josh Copeland,https://www.bestfightodds.com/search?query=Josh Copeland,/fighters/Josh-Copeland-5023
1366,Alex Torres,https://www.bestfightodds.com/search?query=Alex Torres,/fighters/Jj-Torres-9459
1372,Josh Shockley,https://www.bestfightodds.com/search?query=Josh Shockley,/fighters/Josh-Shockley-2033
1376,Rodrigo de,https://www.bestfightodds.com/search?query=Rodrigo de,/fighters/Rodrigo-Almeida-1445
1377,Andy Enz,https://www.bestfightodds.com/search?query=Andy Enz,/fighters/Andy-Enz-4644
1380,Stanislav Nedkov,https://www.bestfightodds.com/search?query=Stanislav Nedkov,/fighters/Stanislav-Nedkov-1222
1381,Buren Sean,https://www.bestfightodds.com/search?query=Buren Sean,/fighters/Brianna-van-Buren-4076
1383,Shane Howell,https://www.bestfightodds.com/search?query=Shane Howell,/fighters/Shane-Howell-2464
1384,Mats Nilsson,https://www.bestfightodds.com/search?query=Mats Nilsson,/fighters/Mats-Nilsson-3110
1387,Junior Patrick,https://www.bestfightodds.com/search?query=Junior Patrick,/fighters/Ackson-Junior-5748
1388,Junior Tim,https://www.bestfightodds.com/search?query=Junior Tim,/fighters/Ackson-Junior-5748
1389,Mike Rhodes,https://www.bestfightodds.com/search?query=Mike Rhodes,/fighters/Mike-Rhodes-3999
1392,Garett Whiteley,https://www.bestfightodds.com/search?query=Garett Whiteley,
1394,Santos Stipe,https://www.bestfightodds.com/search?query=Santos Stipe,/fighters/Stipe-Brcic-14227
1395,Anjos Nate,https://www.bestfightodds.com/search?query=Anjos Nate,/fighters/Rafael-Dos-Anjos-895
1398,Matt Hobar,https://www.bestfightodds.com/search?query=Matt Hobar,/fighters/Matt-Hobar-2635
1399,Puig Dooho,https://www.bestfightodds.com/search?query=Puig Dooho,/fighters/Dooho-Choi-9640
1402,Humberto Brown,https://www.bestfightodds.com/search?query=Humberto Brown,/fighters/Humberto-Brown-1435
1403,Chris Heatherly,https://www.bestfightodds.com/search?query=Chris Heatherly,/fighters/Chris-Heatherly-4727
1404,Tim Gorman,https://www.bestfightodds.com/search?query=Tim Gorman,/fighters/Tim-Gorman-4799
1407,Rodolfo Rubio,https://www.bestfightodds.com/search?query=Rodolfo Rubio,/fighters/Rodolfo-Rubio-5280
1410,Guto Inocente,https://www.bestfightodds.com/search?query=Guto Inocente,/fighters/Guto-Inocente-3542
1425,Lim Takenori,https://www.bestfightodds.com/search?query=Lim Takenori,
1426,Dashon Johnson,https://www.bestfightodds.com/search?query=Dashon Johnson,/fighters/Dashon-Johnson-4977
1434,Danny Mitchell,https://www.bestfightodds.com/search?query=Danny Mitchell,/fighters/Danny-Mitchell-2143
1435,Jianping Yang,https://www.bestfightodds.com/search?query=Jianping Yang,/fighters/Yang-Jianping-4700
1438,Jack May,https://www.bestfightodds.com/search?query=Jack May,/fighters/Avi-Jack-3768
1439,la Torre,https://www.bestfightodds.com/search?query=la Torre,
