,Unnamed: 0,fighter1,fighter2,weightclass,fighter1_odds,fighter2_odds,event_url,full_event_url,method,event
8,8,Jess Liaudin,Anthony Torres,Welterweight Bout,,,ufc-75,https://www.ufc.com/event/ufc-75,KO/TKO,ufc-75
0,0,Keith Jardine,Chuck Liddell,Light Heavyweight Bout,,,ufc-76,https://www.ufc.com/event/ufc-76,Decision - Split,ufc-76
1,1,Forrest Griffin,Mauricio Rua,Light Heavyweight Bout,,,ufc-76,https://www.ufc.com/event/ufc-76,Submission,ufc-76
2,2,Jon Fitch,Diego Sanchez,Welterweight Bout,,,ufc-76,https://www.ufc.com/event/ufc-76,Decision - Split,ufc-76
3,3,Lyoto Machida,Kazuhiro Nakamura,Light Heavyweight Bout,,,ufc-76,https://www.ufc.com/event/ufc-76,Decision - Unanimous,ufc-76
4,4,Tyson Griffin,Thiago Tavares,Lightweight Bout,,,ufc-76,https://www.ufc.com/event/ufc-76,Decision - Unanimous,ufc-76
5,5,Rich Clementi,Anthony Johnson,Welterweight Bout,,,ufc-76,https://www.ufc.com/event/ufc-76,Submission,ufc-76
6,6,Jeremy Stephens,Diego Saraiva,Lightweight Bout,,,ufc-76,https://www.ufc.com/event/ufc-76,Decision - Unanimous,ufc-76
7,7,Christian Wellisch,Scott Junk,Heavyweight Bout,,,ufc-76,https://www.ufc.com/event/ufc-76,Submission,ufc-76
8,8,Matt Wiman,Michihiro Omigawa,Lightweight Bout,,,ufc-76,https://www.ufc.com/event/ufc-76,Decision - Unanimous,ufc-76
0,0,Anderson Silva,Rich Franklin,Middleweight Title Bout,,,ufc-77,https://www.ufc.com/event/ufc-77,KO/TKO,ufc-77
1,1,Tim Sylvia,Brandon Vera,Heavyweight Bout,,,ufc-77,https://www.ufc.com/event/ufc-77,Decision - Unanimous,ufc-77
2,2,Alvin Robinson,Jorge Gurgel,Lightweight Bout,,,ufc-77,https://www.ufc.com/event/ufc-77,Decision - Unanimous,ufc-77
3,3,Stephan Bonnar,Eric Schafer,Light Heavyweight Bout,,,ufc-77,https://www.ufc.com/event/ufc-77,KO/TKO,ufc-77
4,4,Alan Belcher,Kalib Starnes,Middleweight Bout,,,ufc-77,https://www.ufc.com/event/ufc-77,TKO - Doctor's Stoppage,ufc-77
5,5,Yushin Okami,Jason MacDonald,Middleweight Bout,,,ufc-77,https://www.ufc.com/event/ufc-77,Decision - Unanimous,ufc-77
6,6,Demian Maia,Ryan Jensen,Middleweight Bout,,,ufc-77,https://www.ufc.com/event/ufc-77,Submission,ufc-77
7,7,Joshua Burkman,Forrest Petz,Welterweight Bout,,,ufc-77,https://www.ufc.com/event/ufc-77,Decision - Split,ufc-77
8,8,Matt Grice,Jason Black,Lightweight Bout,,,ufc-77,https://www.ufc.com/event/ufc-77,Decision - Split,ufc-77
0,0,Rashad Evans,Michael Bisping,Light Heavyweight Bout,,,ufc-78,https://www.ufc.com/event/ufc-78,Decision - Split,ufc-78
1,1,,Houston Alexander,Light Heavyweight Bout,,,ufc-78,https://www.ufc.com/event/ufc-78,KO/TKO,ufc-78
2,2,Ed Herman,Joe Doerksen,Middleweight Bout,,,ufc-78,https://www.ufc.com/event/ufc-78,KO/TKO,ufc-78
3,3,Karo Parisyan,Ryo Chonan,Welterweight Bout,,,ufc-78,https://www.ufc.com/event/ufc-78,Decision - Unanimous,ufc-78
4,4,Frankie Edgar,Spencer Fisher,Lightweight Bout,,,ufc-78,https://www.ufc.com/event/ufc-78,Decision - Unanimous,ufc-78
5,5,Thiago Alves,Chris Lytle,Welterweight Bout,,,ufc-78,https://www.ufc.com/event/ufc-78,TKO - Doctor's Stoppage,ufc-78
6,6,Joe Lauzon,Jason Reinhardt,Lightweight Bout,,,ufc-78,https://www.ufc.com/event/ufc-78,Submission,ufc-78
7,7,Marcus Aurelio,Luke Caudillo,Lightweight Bout,,,ufc-78,https://www.ufc.com/event/ufc-78,KO/TKO,ufc-78
8,8,Akihiro Gono,Tamdan McCrory,Welterweight Bout,,,ufc-78,https://www.ufc.com/event/ufc-78,Submission,ufc-78
0,0,Georges St-Pierre,Matt Hughes,Welterweight Interim Title Bout,,,ufc-79,https://www.ufc.com/event/ufc-79,Submission,ufc-79
1,1,Chuck Liddell,Wanderlei Silva,Light Heavyweight Bout,,,ufc-79,https://www.ufc.com/event/ufc-79,Decision - Unanimous,ufc-79
2,2,Lyoto Machida,Rameau Sokoudjou,Light Heavyweight Bout,,,ufc-79,https://www.ufc.com/event/ufc-79,Submission,ufc-79
3,3,Rich Clementi,Melvin Guillard,Lightweight Bout,,,ufc-79,https://www.ufc.com/event/ufc-79,Submission,ufc-79
4,4,Eddie Sanchez,Soa Palelei,Heavyweight Bout,,,ufc-79,https://www.ufc.com/event/ufc-79,KO/TKO,ufc-79
5,5,James Irvin,Luiz Cane,Light Heavyweight Bout,,,ufc-79,https://www.ufc.com/event/ufc-79,DQ,ufc-79
6,6,Manny Gamburyan,Nate Mohr,Lightweight Bout,,,ufc-79,https://www.ufc.com/event/ufc-79,Submission,ufc-79
7,7,Dean Lister,Jordan Radev,Middleweight Bout,,,ufc-79,https://www.ufc.com/event/ufc-79,Decision - Unanimous,ufc-79
8,8,Roan Carneiro,Tony DeSouza,Welterweight Bout,,,ufc-79,https://www.ufc.com/event/ufc-79,KO/TKO,ufc-79
9,9,Mark Bocek,Doug Evans,Lightweight Bout,,,ufc-79,https://www.ufc.com/event/ufc-79,Decision - Unanimous,ufc-79
0,0,Don Frye,Gary Goodridge, ,,,ufc-8,https://www.ufc.com/event/ufc-8,KO/TKO,ufc-8
1,1,Ken Shamrock,Kimo Leopoldo, ,,,ufc-8,https://www.ufc.com/event/ufc-8,Submission,ufc-8
2,2,Gary Goodridge,Jerry Bohlander, ,,,ufc-8,https://www.ufc.com/event/ufc-8,KO/TKO,ufc-8
3,3,Don Frye,Sam Adkins, ,,,ufc-8,https://www.ufc.com/event/ufc-8,TKO - Doctor's Stoppage,ufc-8
4,4,Gary Goodridge,Paul Herrera, ,,,ufc-8,https://www.ufc.com/event/ufc-8,KO/TKO,ufc-8
5,5,Jerry Bohlander,Scott Ferrozzo, ,,,ufc-8,https://www.ufc.com/event/ufc-8,Submission,ufc-8
6,6,Paul Varelans,Joe Moriera, ,,,ufc-8,https://www.ufc.com/event/ufc-8,Decision - Unanimous,ufc-8
7,7,Don Frye,Thomas Ramirez, ,,,ufc-8,https://www.ufc.com/event/ufc-8,KO/TKO,ufc-8
8,8,Sam Adkins,Keith Mielke, ,,,ufc-8,https://www.ufc.com/event/ufc-8,KO/TKO,ufc-8
0,0,BJ Penn,Joe Stevenson,Lightweight Title Bout,,,ufc-80,https://www.ufc.com/event/ufc-80,Submission,ufc-80
1,1,Fabricio Werdum,Gabriel Gonzaga,Heavyweight Bout,,,ufc-80,https://www.ufc.com/event/ufc-80,KO/TKO,ufc-80
2,2,Marcus Davis,Jess Liaudin,Welterweight Bout,,,ufc-80,https://www.ufc.com/event/ufc-80,KO/TKO,ufc-80
3,3,Wilson Gouveia,Jason Lambert,Light Heavyweight Bout,,,ufc-80,https://www.ufc.com/event/ufc-80,KO/TKO,ufc-80
4,4,Jorge Rivera,Kendall Grove,Middleweight Bout,,,ufc-80,https://www.ufc.com/event/ufc-80,KO/TKO,ufc-80
5,5,Antoni Hardonk,Colin Robinson,Heavyweight Bout,,,ufc-80,https://www.ufc.com/event/ufc-80,KO/TKO,ufc-80
6,6,Paul Kelly,Paul Taylor,Welterweight Bout,,,ufc-80,https://www.ufc.com/event/ufc-80,Decision - Unanimous,ufc-80
7,7,Alessio Sakara,James Lee,Light Heavyweight Bout,,,ufc-80,https://www.ufc.com/event/ufc-80,KO/TKO,ufc-80
8,8,Sam Stout,Per Eklund,Lightweight Bout,,,ufc-80,https://www.ufc.com/event/ufc-80,Decision - Unanimous,ufc-80
0,0,Minotauro Nogueira,Tim Sylvia,Heavyweight Interim Title Bout,,,ufc-81,https://www.ufc.com/event/ufc-81,Submission,ufc-81
1,1,Frank Mir,Brock Lesnar,Heavyweight Bout,,,ufc-81,https://www.ufc.com/event/ufc-81,Submission,ufc-81
2,2,Nate Marquardt,Jeremy Horn,Middleweight Bout,,,ufc-81,https://www.ufc.com/event/ufc-81,Submission,ufc-81
3,3,Ricardo Almeida,Rob Yundt,Middleweight Bout,,,ufc-81,https://www.ufc.com/event/ufc-81,Submission,ufc-81
4,4,Tyson Griffin,Gleison Tibau,Lightweight Bout,,,ufc-81,https://www.ufc.com/event/ufc-81,Decision - Unanimous,ufc-81
5,5,Chris Lytle,Kyle Bradley,Welterweight Bout,,,ufc-81,https://www.ufc.com/event/ufc-81,KO/TKO,ufc-81
6,6,Marvin Eastman,Terry Martin,Middleweight Bout,,,ufc-81,https://www.ufc.com/event/ufc-81,Decision - Unanimous,ufc-81
7,7,Tim Boetsch,David Heath,Light Heavyweight Bout,,,ufc-81,https://www.ufc.com/event/ufc-81,KO/TKO,ufc-81
8,8,Rob Emerson,Keita Nakamura,Lightweight Bout,,,ufc-81,https://www.ufc.com/event/ufc-81,Decision - Split,ufc-81
0,0,Anderson Silva,Dan Henderson,Middleweight Title Bout,,,ufc-82,https://www.ufc.com/event/ufc-82,Submission,ufc-82
1,1,Heath Herring,Cheick Kongo,Heavyweight Bout,,,ufc-82,https://www.ufc.com/event/ufc-82,Decision - Split,ufc-82
2,2,Chris Leben,Alessio Sakara,Middleweight Bout,,,ufc-82,https://www.ufc.com/event/ufc-82,KO/TKO,ufc-82
3,3,Yushin Okami,Evan Tanner,Middleweight Bout,,,ufc-82,https://www.ufc.com/event/ufc-82,KO/TKO,ufc-82
4,4,Jon Fitch,Chris Wilson,Welterweight Bout,,,ufc-82,https://www.ufc.com/event/ufc-82,Decision - Unanimous,ufc-82
5,5,Andrei Arlovski,Jake O'Brien,Heavyweight Bout,,,ufc-82,https://www.ufc.com/event/ufc-82,KO/TKO,ufc-82
6,6,Luigi Fioravanti,Luke Cummo,Welterweight Bout,,,ufc-82,https://www.ufc.com/event/ufc-82,Decision - Unanimous,ufc-82
7,7,Josh Koscheck,Dustin Hazelett,Welterweight Bout,,,ufc-82,https://www.ufc.com/event/ufc-82,KO/TKO,ufc-82
8,8,Diego Sanchez,David Bielkheden,Welterweight Bout,,,ufc-82,https://www.ufc.com/event/ufc-82,KO/TKO,ufc-82
9,9,Jorge Gurgel,John Halverson,Lightweight Bout,,,ufc-82,https://www.ufc.com/event/ufc-82,Decision - Unanimous,ufc-82
0,0,Georges St-Pierre,Matt Serra,Welterweight Title Bout,,,ufc-83,https://www.ufc.com/event/ufc-83,KO/TKO,ufc-83
1,1,Rich Franklin,Travis Lutter,Middleweight Bout,,,ufc-83,https://www.ufc.com/event/ufc-83,KO/TKO,ufc-83
2,2,Nate Quarry,Kalib Starnes,Middleweight Bout,,,ufc-83,https://www.ufc.com/event/ufc-83,Decision - Unanimous,ufc-83
3,3,Michael Bisping,Charles McCarthy,Middleweight Bout,,,ufc-83,https://www.ufc.com/event/ufc-83,KO/TKO,ufc-83
4,4,Mac Danzig,Mark Bocek,Lightweight Bout,,,ufc-83,https://www.ufc.com/event/ufc-83,Submission,ufc-83
5,5,Jason MacDonald,Joe Doerksen,Middleweight Bout,,,ufc-83,https://www.ufc.com/event/ufc-83,KO/TKO,ufc-83
6,6,Jason Day,Alan Belcher,Middleweight Bout,,,ufc-83,https://www.ufc.com/event/ufc-83,KO/TKO,ufc-83
7,7,Demian Maia,Ed Herman,Middleweight Bout,,,ufc-83,https://www.ufc.com/event/ufc-83,Submission,ufc-83
8,8,Rich Clementi,Sam Stout,Lightweight Bout,,,ufc-83,https://www.ufc.com/event/ufc-83,Decision - Split,ufc-83
9,9,Cain Velasquez,Brad Morris,Heavyweight Bout,,,ufc-83,https://www.ufc.com/event/ufc-83,KO/TKO,ufc-83
10,10,Jonathan Goulet,Kuniyoshi Hironaka,Welterweight Bout,,,ufc-83,https://www.ufc.com/event/ufc-83,KO/TKO,ufc-83
0,0,BJ Penn,Sean Sherk,Lightweight Title Bout,,,ufc-84,https://www.ufc.com/event/ufc-84,KO/TKO,ufc-84
1,1,Wanderlei Silva,Keith Jardine,Light Heavyweight Bout,,,ufc-84,https://www.ufc.com/event/ufc-84,KO/TKO,ufc-84
2,2,,Wilson Gouveia,Light Heavyweight Bout,,,ufc-84,https://www.ufc.com/event/ufc-84,KO/TKO,ufc-84
3,3,Lyoto Machida,Tito Ortiz,Light Heavyweight Bout,,,ufc-84,https://www.ufc.com/event/ufc-84,Decision - Unanimous,ufc-84
4,4,,Antonio Mendes,Light Heavyweight Bout,,,ufc-84,https://www.ufc.com/event/ufc-84,KO/TKO,ufc-84
5,5,Rousimar Palhares,Ivan Salaverry,Middleweight Bout,,,ufc-84,https://www.ufc.com/event/ufc-84,Submission,ufc-84
6,6,Rameau Sokoudjou,Kazuhiro Nakamura,Light Heavyweight Bout,,,ufc-84,https://www.ufc.com/event/ufc-84,KO/TKO,ufc-84
7,7,Rich Clementi,Terry Etim,Lightweight Bout,,,ufc-84,https://www.ufc.com/event/ufc-84,Decision - Unanimous,ufc-84
8,8,,Jon Koppenhaver,Welterweight Bout,,,ufc-84,https://www.ufc.com/event/ufc-84,Submission,ufc-84
9,9,Dong Hyun Ma,Jason Tan,Welterweight Bout,,,ufc-84,https://www.ufc.com/event/ufc-84,KO/TKO,ufc-84
10,10,Shane Carwin,Christian Wellisch,Heavyweight Bout,,,ufc-84,https://www.ufc.com/event/ufc-84,KO/TKO,ufc-84
0,0,Thiago Alves,Matt Hughes,Welterweight Bout,,,ufc-85,https://www.ufc.com/event/ufc-85,KO/TKO,ufc-85
1,1,Michael Bisping,Jason Day,Middleweight Bout,,,ufc-85,https://www.ufc.com/event/ufc-85,KO/TKO,ufc-85
2,2,Mike Swick,Marcus Davis,Welterweight Bout,,,ufc-85,https://www.ufc.com/event/ufc-85,Decision - Unanimous,ufc-85
3,3,Thales Leites,Nate Marquardt,Middleweight Bout,,,ufc-85,https://www.ufc.com/event/ufc-85,Decision - Split,ufc-85
4,4,Fabricio Werdum,Brandon Vera,Heavyweight Bout,,,ufc-85,https://www.ufc.com/event/ufc-85,KO/TKO,ufc-85
5,5,Martin Kampmann,Jorge Rivera,Middleweight Bout,,,ufc-85,https://www.ufc.com/event/ufc-85,Submission,ufc-85
6,6,Matt Wiman,Thiago Tavares,Lightweight Bout,,,ufc-85,https://www.ufc.com/event/ufc-85,KO/TKO,ufc-85
7,7,Kevin Burns,Roan Carneiro,Welterweight Bout,,,ufc-85,https://www.ufc.com/event/ufc-85,Submission,ufc-85
8,8,Luiz Cane,Jason Lambert,Light Heavyweight Bout,,,ufc-85,https://www.ufc.com/event/ufc-85,KO/TKO,ufc-85
9,9,Paul Taylor,Jess Liaudin,Welterweight Bout,,,ufc-85,https://www.ufc.com/event/ufc-85,Decision - Split,ufc-85
10,10,Antoni Hardonk,Eddie Sanchez,Heavyweight Bout,,,ufc-85,https://www.ufc.com/event/ufc-85,KO/TKO,ufc-85
0,0,Forrest Griffin,Rampage Jackson,Light Heavyweight Title Bout,,,ufc-86,https://www.ufc.com/event/ufc-86,Decision - Unanimous,ufc-86
1,1,Patrick Cote,Ricardo Almeida,Middleweight Bout,,,ufc-86,https://www.ufc.com/event/ufc-86,Decision - Split,ufc-86
2,2,Joe Stevenson,Gleison Tibau,Lightweight Bout,,,ufc-86,https://www.ufc.com/event/ufc-86,Submission,ufc-86
3,3,Josh Koscheck,Chris Lytle,Welterweight Bout,,,ufc-86,https://www.ufc.com/event/ufc-86,Decision - Unanimous,ufc-86
4,4,Tyson Griffin,Marcus Aurelio,Lightweight Bout,,,ufc-86,https://www.ufc.com/event/ufc-86,Decision - Unanimous,ufc-86
5,5,Gabriel Gonzaga,Justin McCully,Heavyweight Bout,,,ufc-86,https://www.ufc.com/event/ufc-86,Submission,ufc-86
6,6,Cole Miller,Jorge Gurgel,Lightweight Bout,,,ufc-86,https://www.ufc.com/event/ufc-86,Submission,ufc-86
7,7,Melvin Guillard,Dennis Siver,Lightweight Bout,,,ufc-86,https://www.ufc.com/event/ufc-86,KO/TKO,ufc-86
8,8,Justin Buchholz,Corey Hill,Lightweight Bout,,,ufc-86,https://www.ufc.com/event/ufc-86,Submission,ufc-86
0,0,Georges St-Pierre,Jon Fitch,Welterweight Title Bout,,,ufc-87,https://www.ufc.com/event/ufc-87,Decision - Unanimous,ufc-87
1,1,Brock Lesnar,Heath Herring,Heavyweight Bout,,,ufc-87,https://www.ufc.com/event/ufc-87,Decision - Unanimous,ufc-87
2,2,Kenny Florian,Roger Huerta,Lightweight Bout,,,ufc-87,https://www.ufc.com/event/ufc-87,Decision - Unanimous,ufc-87
3,3,Rob Emerson,Manny Gamburyan,Lightweight Bout,,,ufc-87,https://www.ufc.com/event/ufc-87,KO/TKO,ufc-87
4,4,Demian Maia,Jason MacDonald,Middleweight Bout,,,ufc-87,https://www.ufc.com/event/ufc-87,Submission,ufc-87
5,5,Tamdan McCrory,Luke Cummo,Welterweight Bout,,,ufc-87,https://www.ufc.com/event/ufc-87,Decision - Unanimous,ufc-87
6,6,Cheick Kongo,Dan Evensen,Heavyweight Bout,,,ufc-87,https://www.ufc.com/event/ufc-87,KO/TKO,ufc-87
7,7,Jon Jones,Andre Gusmao,Light Heavyweight Bout,,,ufc-87,https://www.ufc.com/event/ufc-87,Decision - Unanimous,ufc-87
8,8,Chris Wilson,Steve Bruno,Welterweight Bout,,,ufc-87,https://www.ufc.com/event/ufc-87,Decision - Unanimous,ufc-87
9,9,Ben Saunders,Ryan Thomas,Welterweight Bout,,,ufc-87,https://www.ufc.com/event/ufc-87,Submission,ufc-87
0,0,Rashad Evans,Chuck Liddell,Light Heavyweight Bout,,,ufc-88,https://www.ufc.com/event/ufc-88,KO/TKO,ufc-88
1,1,Rich Franklin,Matt Hamill,Light Heavyweight Bout,,,ufc-88,https://www.ufc.com/event/ufc-88,KO/TKO,ufc-88
2,2,Dan Henderson,Rousimar Palhares,Middleweight Bout,,,ufc-88,https://www.ufc.com/event/ufc-88,Decision - Unanimous,ufc-88
3,3,Nate Marquardt,Martin Kampmann,Middleweight Bout,,,ufc-88,https://www.ufc.com/event/ufc-88,KO/TKO,ufc-88
4,4,Dong Hyun Ma,Matt Brown,Welterweight Bout,,,ufc-88,https://www.ufc.com/event/ufc-88,Decision - Split,ufc-88
5,5,Kurt Pellegrino,Thiago Tavares,Lightweight Bout,,,ufc-88,https://www.ufc.com/event/ufc-88,Decision - Unanimous,ufc-88
6,6,Tim Boetsch,Michael Patt,Light Heavyweight Bout,,,ufc-88,https://www.ufc.com/event/ufc-88,KO/TKO,ufc-88
7,7,Jason MacDonald,Jason Lambert,Middleweight Bout,,,ufc-88,https://www.ufc.com/event/ufc-88,Submission,ufc-88
8,8,Ryo Chonan,Roan Carneiro,Welterweight Bout,,,ufc-88,https://www.ufc.com/event/ufc-88,Decision - Split,ufc-88
0,0,Michael Bisping,Chris Leben,Middleweight Bout,,,ufc-89,https://www.ufc.com/event/ufc-89,Decision - Unanimous,ufc-89
1,1,Keith Jardine,Brandon Vera,Light Heavyweight Bout,,,ufc-89,https://www.ufc.com/event/ufc-89,Decision - Split,ufc-89
2,2,Luiz Cane,Rameau Sokoudjou,Light Heavyweight Bout,,,ufc-89,https://www.ufc.com/event/ufc-89,KO/TKO,ufc-89
3,3,Chris Lytle,Paul Taylor,Welterweight Bout,,,ufc-89,https://www.ufc.com/event/ufc-89,Decision - Unanimous,ufc-89
4,4,Marcus Davis,Paul Kelly,Welterweight Bout,,,ufc-89,https://www.ufc.com/event/ufc-89,Submission,ufc-89
5,5,Dan Hardy,Akihiro Gono,Welterweight Bout,,,ufc-89,https://www.ufc.com/event/ufc-89,Decision - Split,ufc-89
6,6,Shane Carwin,Neil Wain,Heavyweight Bout,,,ufc-89,https://www.ufc.com/event/ufc-89,KO/TKO,ufc-89
7,7,David Bielkheden,Jess Liaudin,Lightweight Bout,,,ufc-89,https://www.ufc.com/event/ufc-89,Decision - Unanimous,ufc-89
8,8,Terry Etim,Sam Stout,Lightweight Bout,,,ufc-89,https://www.ufc.com/event/ufc-89,Decision - Unanimous,ufc-89
9,9,Jim Miller,David Baron,Lightweight Bout,,,ufc-89,https://www.ufc.com/event/ufc-89,Submission,ufc-89
10,10,Per Eklund,Samy Schiavo,Lightweight Bout,,,ufc-89,https://www.ufc.com/event/ufc-89,Submission,ufc-89
0,0,Dan Severn,Ken Shamrock, ,,,ufc-9,https://www.ufc.com/event/ufc-9,Decision - Split,ufc-9
1,1,Don Frye,Amaury Bitetti, ,,,ufc-9,https://www.ufc.com/event/ufc-9,KO/TKO,ufc-9
2,2,Mark Hall,Koji Kitao, ,,,ufc-9,https://www.ufc.com/event/ufc-9,TKO - Doctor's Stoppage,ufc-9
3,3,Mark Schultz,Gary Goodridge, ,,,ufc-9,https://www.ufc.com/event/ufc-9,TKO - Doctor's Stoppage,ufc-9
4,4,Rafael Carino,Matt Andersen, ,,,ufc-9,https://www.ufc.com/event/ufc-9,KO/TKO,ufc-9
5,5,Cal Worsham,Zane Frazier, ,,,ufc-9,https://www.ufc.com/event/ufc-9,KO/TKO,ufc-9
6,6,Steve Nelmark,Tai Bowden, ,,,ufc-9,https://www.ufc.com/event/ufc-9,TKO - Doctor's Stoppage,ufc-9
0,0,Anderson Silva,Patrick Cote,Middleweight Title Bout,,,ufc-90,https://www.ufc.com/event/ufc-90,KO/TKO,ufc-90
1,1,Thiago Alves,Josh Koscheck,Welterweight Bout,,,ufc-90,https://www.ufc.com/event/ufc-90,Decision - Unanimous,ufc-90
2,2,Gray Maynard,Rich Clementi,Lightweight Bout,,,ufc-90,https://www.ufc.com/event/ufc-90,Decision - Unanimous,ufc-90
3,3,Junior Dos Santos,Fabricio Werdum,Heavyweight Bout,,,ufc-90,https://www.ufc.com/event/ufc-90,KO/TKO,ufc-90
4,4,Sean Sherk,Tyson Griffin,Lightweight Bout,,,ufc-90,https://www.ufc.com/event/ufc-90,Decision - Unanimous,ufc-90
5,5,Thales Leites,Drew McFedries,Middleweight Bout,,,ufc-90,https://www.ufc.com/event/ufc-90,Submission,ufc-90
6,6,Spencer Fisher,Shannon Gugerty,Lightweight Bout,,,ufc-90,https://www.ufc.com/event/ufc-90,Submission,ufc-90
7,7,Dan Miller,Matt Horwich,Middleweight Bout,,,ufc-90,https://www.ufc.com/event/ufc-90,Decision - Unanimous,ufc-90
8,8,Hermes Franca,Marcus Aurelio,Lightweight Bout,,,ufc-90,https://www.ufc.com/event/ufc-90,Decision - Unanimous,ufc-90
9,9,Pete Sell,Joshua Burkman,Welterweight Bout,,,ufc-90,https://www.ufc.com/event/ufc-90,Decision - Unanimous,ufc-90
0,0,Brock Lesnar,Randy Couture,Heavyweight Title Bout,,,ufc-91,https://www.ufc.com/event/ufc-91,KO/TKO,ufc-91
1,1,Kenny Florian,Joe Stevenson,Lightweight Bout,,,ufc-91,https://www.ufc.com/event/ufc-91,Submission,ufc-91
2,2,Gabriel Gonzaga,Josh Hendricks,Heavyweight Bout,,,ufc-91,https://www.ufc.com/event/ufc-91,KO/TKO,ufc-91
3,3,Demian Maia,Nate Quarry,Middleweight Bout,,,ufc-91,https://www.ufc.com/event/ufc-91,Submission,ufc-91
4,4,Dustin Hazelett,Tamdan McCrory,Welterweight Bout,,,ufc-91,https://www.ufc.com/event/ufc-91,Submission,ufc-91
5,5,Aaron Riley,Jorge Gurgel,Lightweight Bout,,,ufc-91,https://www.ufc.com/event/ufc-91,Decision - Unanimous,ufc-91
6,6,Jeremy Stephens,Rafael Dos Anjos,Lightweight Bout,,,ufc-91,https://www.ufc.com/event/ufc-91,KO/TKO,ufc-91
7,7,Mark Bocek,Alvin Robinson,Lightweight Bout,,,ufc-91,https://www.ufc.com/event/ufc-91,Submission,ufc-91
8,8,Matt Brown,Ryan Thomas,Welterweight Bout,,,ufc-91,https://www.ufc.com/event/ufc-91,Submission,ufc-91
0,0,Rashad Evans,Forrest Griffin,Light Heavyweight Title Bout,,,ufc-92,https://www.ufc.com/event/ufc-92,KO/TKO,ufc-92
1,1,Frank Mir,Minotauro Nogueira,Heavyweight Interim Title Bout,,,ufc-92,https://www.ufc.com/event/ufc-92,KO/TKO,ufc-92
2,2,CB Dollaway,Mike Massenzio,Middleweight Bout,,,ufc-92,https://www.ufc.com/event/ufc-92,KO/TKO,ufc-92
3,3,Rampage Jackson,Wanderlei Silva,Light Heavyweight Bout,,,ufc-92,https://www.ufc.com/event/ufc-92,KO/TKO,ufc-92
4,4,Cheick Kongo,Mostapha Al Turk,Heavyweight Bout,,,ufc-92,https://www.ufc.com/event/ufc-92,KO/TKO,ufc-92
5,5,Yushin Okami,Dean Lister,Middleweight Bout,,,ufc-92,https://www.ufc.com/event/ufc-92,Decision - Unanimous,ufc-92
6,6,Antoni Hardonk,Mike Wessel,Heavyweight Bout,,,ufc-92,https://www.ufc.com/event/ufc-92,KO/TKO,ufc-92
7,7,Matt Hamill,Reese Andy,Light Heavyweight Bout,,,ufc-92,https://www.ufc.com/event/ufc-92,KO/TKO,ufc-92
8,8,Brad Blackburn,Ryo Chonan,Welterweight Bout,,,ufc-92,https://www.ufc.com/event/ufc-92,Decision - Unanimous,ufc-92
9,9,Pat Barry,Dan Evensen,Heavyweight Bout,,,ufc-92,https://www.ufc.com/event/ufc-92,KO/TKO,ufc-92
0,0,Dan Henderson,Rich Franklin,Light Heavyweight Bout,,,ufc-93,https://www.ufc.com/event/ufc-93,Decision - Split,ufc-93
1,1,Mauricio Rua,Mark Coleman,Light Heavyweight Bout,,,ufc-93,https://www.ufc.com/event/ufc-93,KO/TKO,ufc-93
2,2,Alan Belcher,Denis Kang,Middleweight Bout,,,ufc-93,https://www.ufc.com/event/ufc-93,Submission,ufc-93
3,3,Rousimar Palhares,Jeremy Horn,Middleweight Bout,,,ufc-93,https://www.ufc.com/event/ufc-93,Decision - Unanimous,ufc-93
4,4,Marcus Davis,Chris Lytle,Welterweight Bout,,,ufc-93,https://www.ufc.com/event/ufc-93,Decision - Split,ufc-93
5,5,Martin Kampmann,Alexandre Barros,Welterweight Bout,,,ufc-93,https://www.ufc.com/event/ufc-93,KO/TKO,ufc-93
6,6,Eric Schafer,Antonio Mendes,Light Heavyweight Bout,,,ufc-93,https://www.ufc.com/event/ufc-93,KO/TKO,ufc-93
7,7,Tomasz Drwal,Ivan Serati,Light Heavyweight Bout,,,ufc-93,https://www.ufc.com/event/ufc-93,KO/TKO,ufc-93
8,8,John Hathaway,Tom Egan,Welterweight Bout,,,ufc-93,https://www.ufc.com/event/ufc-93,KO/TKO,ufc-93
9,9,Dennis Siver,Nate Mohr,Lightweight Bout,,,ufc-93,https://www.ufc.com/event/ufc-93,KO/TKO,ufc-93
0,0,Georges St-Pierre,BJ Penn,Welterweight Title Bout,,,ufc-94,https://www.ufc.com/event/ufc-94,KO/TKO,ufc-94
1,1,Lyoto Machida,,Light Heavyweight Bout,,,ufc-94,https://www.ufc.com/event/ufc-94,KO/TKO,ufc-94
2,2,Jon Jones,Stephan Bonnar,Light Heavyweight Bout,,,ufc-94,https://www.ufc.com/event/ufc-94,Decision - Unanimous,ufc-94
3,3,Karo Parisyan,Dong Hyun Ma,Welterweight Bout,,,ufc-94,https://www.ufc.com/event/ufc-94,Overturned,ufc-94
4,4,Clay Guida,Nate Diaz,Lightweight Bout,,,ufc-94,https://www.ufc.com/event/ufc-94,Decision - Split,ufc-94
5,5,Jon Fitch,Akihiro Gono,Welterweight Bout,,,ufc-94,https://www.ufc.com/event/ufc-94,Decision - Unanimous,ufc-94
6,6,Thiago Tavares,Manny Gamburyan,Lightweight Bout,,,ufc-94,https://www.ufc.com/event/ufc-94,Decision - Unanimous,ufc-94
