,Unnamed: 0,fighter1,fighter2,weightclass,fighter1_odds,fighter2_odds,event_url,full_event_url,method,event
7,7,John Howard,Chris Wilson,Welterweight Bout,,,ufc-94,https://www.ufc.com/event/ufc-94,Decision - Split,ufc-94
8,8,Jake O'Brien,Christian Wellisch,Light Heavyweight Bout,,,ufc-94,https://www.ufc.com/event/ufc-94,Decision - Split,ufc-94
9,9,Dan Cramer,Matt Arroyo,Welterweight Bout,,,ufc-94,https://www.ufc.com/event/ufc-94,Decision - Split,ufc-94
0,0,Diego Sanchez,Joe Stevenson,Lightweight Bout,,,ufc-95,https://www.ufc.com/event/ufc-95,Decision - Unanimous,ufc-95
1,1,Dan Hardy,Rory Markham,Welterweight Bout,,,ufc-95,https://www.ufc.com/event/ufc-95,KO/TKO,ufc-95
2,2,Nate Marquardt,Wilson Gouveia,Middleweight Bout,,,ufc-95,https://www.ufc.com/event/ufc-95,KO/TKO,ufc-95
3,3,Demian Maia,Chael Sonnen,Middleweight Bout,,,ufc-95,https://www.ufc.com/event/ufc-95,Submission,ufc-95
4,4,Paulo Thiago,Josh Koscheck,Welterweight Bout,,,ufc-95,https://www.ufc.com/event/ufc-95,KO/TKO,ufc-95
5,5,Terry Etim,Brian Cobb,Lightweight Bout,,,ufc-95,https://www.ufc.com/event/ufc-95,KO/TKO,ufc-95
6,6,Junior Dos Santos,Stefan Struve,Heavyweight Bout,,,ufc-95,https://www.ufc.com/event/ufc-95,KO/TKO,ufc-95
7,7,Evan Dunham,Per Eklund,Lightweight Bout,,,ufc-95,https://www.ufc.com/event/ufc-95,KO/TKO,ufc-95
8,8,Mike Ciesnolevicz,Neil Grove,Heavyweight Bout,,,ufc-95,https://www.ufc.com/event/ufc-95,Submission,ufc-95
9,9,Paul Kelly,Troy Mandaloniz,Welterweight Bout,,,ufc-95,https://www.ufc.com/event/ufc-95,Decision - Unanimous,ufc-95
0,0,Rampage Jackson,Keith Jardine,Light Heavyweight Bout,,,ufc-96,https://www.ufc.com/event/ufc-96,Decision - Unanimous,ufc-96
1,1,Shane Carwin,Gabriel Gonzaga,Heavyweight Bout,,,ufc-96,https://www.ufc.com/event/ufc-96,KO/TKO,ufc-96
2,2,Matt Brown,Pete Sell,Welterweight Bout,,,ufc-96,https://www.ufc.com/event/ufc-96,KO/TKO,ufc-96
3,3,Matt Hamill,Mark Munoz,Light Heavyweight Bout,,,ufc-96,https://www.ufc.com/event/ufc-96,KO/TKO,ufc-96
4,4,Gray Maynard,Jim Miller,Lightweight Bout,,,ufc-96,https://www.ufc.com/event/ufc-96,Decision - Unanimous,ufc-96
5,5,Tamdan McCrory,Ryan Madigan,Welterweight Bout,,,ufc-96,https://www.ufc.com/event/ufc-96,KO/TKO,ufc-96
6,6,Kendall Grove,Jason Day,Middleweight Bout,,,ufc-96,https://www.ufc.com/event/ufc-96,KO/TKO,ufc-96
7,7,Jason Brilz,Tim Boetsch,Light Heavyweight Bout,,,ufc-96,https://www.ufc.com/event/ufc-96,Decision - Unanimous,ufc-96
8,8,Brandon Vera,Michael Patt,Light Heavyweight Bout,,,ufc-96,https://www.ufc.com/event/ufc-96,KO/TKO,ufc-96
9,9,Shane Nelson,Aaron Riley,Lightweight Bout,,,ufc-96,https://www.ufc.com/event/ufc-96,KO/TKO,ufc-96
0,0,Anderson Silva,Thales Leites,Middleweight Title Bout,,,ufc-97,https://www.ufc.com/event/ufc-97,Decision - Unanimous,ufc-97
1,1,Mauricio Rua,Chuck Liddell,Light Heavyweight Bout,,,ufc-97,https://www.ufc.com/event/ufc-97,KO/TKO,ufc-97
2,2,Krzysztof Soszynski,Brian Stann,Light Heavyweight Bout,,,ufc-97,https://www.ufc.com/event/ufc-97,Submission,ufc-97
3,3,Cheick Kongo,Antoni Hardonk,Heavyweight Bout,,,ufc-97,https://www.ufc.com/event/ufc-97,KO/TKO,ufc-97
4,4,Luiz Cane,Steve Cantwell,Light Heavyweight Bout,,,ufc-97,https://www.ufc.com/event/ufc-97,Decision - Unanimous,ufc-97
5,5,Sam Stout,Matt Wiman,Lightweight Bout,,,ufc-97,https://www.ufc.com/event/ufc-97,Decision - Unanimous,ufc-97
6,6,Eliot Marshall,Vinny Magalhaes,Light Heavyweight Bout,,,ufc-97,https://www.ufc.com/event/ufc-97,Decision - Unanimous,ufc-97
7,7,Denis Kang,Xavier Foupa-Pokam,Middleweight Bout,,,ufc-97,https://www.ufc.com/event/ufc-97,Decision - Unanimous,ufc-97
8,8,Nate Quarry,Jason MacDonald,Middleweight Bout,,,ufc-97,https://www.ufc.com/event/ufc-97,KO/TKO,ufc-97
9,9,Ed Herman,David Loiseau,Middleweight Bout,,,ufc-97,https://www.ufc.com/event/ufc-97,Decision - Unanimous,ufc-97
10,10,Mark Bocek,David Bielkheden,Lightweight Bout,,,ufc-97,https://www.ufc.com/event/ufc-97,Submission,ufc-97
11,11,TJ Grant,Ryo Chonan,Welterweight Bout,,,ufc-97,https://www.ufc.com/event/ufc-97,Decision - Split,ufc-97
0,0,Lyoto Machida,Rashad Evans,Light Heavyweight Title Bout,,,ufc-98,https://www.ufc.com/event/ufc-98,KO/TKO,ufc-98
1,1,Matt Hughes,Matt Serra,Welterweight Bout,,,ufc-98,https://www.ufc.com/event/ufc-98,Decision - Unanimous,ufc-98
2,2,Drew McFedries,Xavier Foupa-Pokam,Middleweight Bout,,,ufc-98,https://www.ufc.com/event/ufc-98,KO/TKO,ufc-98
3,3,Chael Sonnen,Dan Miller,Middleweight Bout,,,ufc-98,https://www.ufc.com/event/ufc-98,Decision - Unanimous,ufc-98
4,4,Frankie Edgar,Sean Sherk,Lightweight Bout,,,ufc-98,https://www.ufc.com/event/ufc-98,Decision - Unanimous,ufc-98
5,5,Brock Larson,Mike Pyle,Welterweight Bout,,,ufc-98,https://www.ufc.com/event/ufc-98,Submission,ufc-98
6,6,Tim Hague,Pat Barry,Heavyweight Bout,,,ufc-98,https://www.ufc.com/event/ufc-98,Submission,ufc-98
7,7,Kyle Bradley,Phillipe Nover,Lightweight Bout,,,ufc-98,https://www.ufc.com/event/ufc-98,KO/TKO,ufc-98
8,8,Krzysztof Soszynski,Andre Gusmao,Light Heavyweight Bout,,,ufc-98,https://www.ufc.com/event/ufc-98,KO/TKO,ufc-98
9,9,,Brandon Wolff,Welterweight Bout,,,ufc-98,https://www.ufc.com/event/ufc-98,Submission,ufc-98
10,10,George Roop,Dave Kaplan,Lightweight Bout,,,ufc-98,https://www.ufc.com/event/ufc-98,Decision - Split,ufc-98
0,0,Rich Franklin,Wanderlei Silva, Bout,,,ufc-99,https://www.ufc.com/event/ufc-99,Decision - Unanimous,ufc-99
1,1,Cain Velasquez,Cheick Kongo,Heavyweight Bout,,,ufc-99,https://www.ufc.com/event/ufc-99,Decision - Unanimous,ufc-99
2,2,Mirko Cro Cop,Mostapha Al Turk,Heavyweight Bout,,,ufc-99,https://www.ufc.com/event/ufc-99,KO/TKO,ufc-99
3,3,Mike Swick,Ben Saunders,Welterweight Bout,,,ufc-99,https://www.ufc.com/event/ufc-99,KO/TKO,ufc-99
4,4,Spencer Fisher,Caol Uno,Lightweight Bout,,,ufc-99,https://www.ufc.com/event/ufc-99,Decision - Unanimous,ufc-99
5,5,Dan Hardy,Marcus Davis,Welterweight Bout,,,ufc-99,https://www.ufc.com/event/ufc-99,Decision - Split,ufc-99
6,6,Terry Etim,Justin Buchholz,Lightweight Bout,,,ufc-99,https://www.ufc.com/event/ufc-99,Submission,ufc-99
7,7,Dennis Siver,Dale Hartt,Lightweight Bout,,,ufc-99,https://www.ufc.com/event/ufc-99,Submission,ufc-99
8,8,Paul Taylor,Peter Sobotta,Middleweight Bout,,,ufc-99,https://www.ufc.com/event/ufc-99,Decision - Unanimous,ufc-99
9,9,Paul Kelly,Rolando Delgado,Lightweight Bout,,,ufc-99,https://www.ufc.com/event/ufc-99,Decision - Unanimous,ufc-99
10,10,Stefan Struve,Denis Stojnic,Heavyweight Bout,,,ufc-99,https://www.ufc.com/event/ufc-99,Submission,ufc-99
11,11,John Hathaway,Rick Story,Welterweight Bout,,,ufc-99,https://www.ufc.com/event/ufc-99,Decision - Unanimous,ufc-99
0,0,Minotauro Nogueira,Roy Nelson,Heavyweight Bout,137.0,-157,ufc-abu-dhabi-nogueira-nelson,https://www.ufc.com/event/ufc-abu-dhabi-nogueira-nelson,KO/TKO,ufc-abu-dhabi-nogueira-nelson
1,1,Clay Guida,Tatsuya Kawajiri,Featherweight Bout,-136.0,116,ufc-abu-dhabi-nogueira-nelson,https://www.ufc.com/event/ufc-abu-dhabi-nogueira-nelson,Decision - Unanimous,ufc-abu-dhabi-nogueira-nelson
2,2,John Howard,Ryan LaFlare,Welterweight Bout,330.0,-400,ufc-abu-dhabi-nogueira-nelson,https://www.ufc.com/event/ufc-abu-dhabi-nogueira-nelson,Decision - Unanimous,ufc-abu-dhabi-nogueira-nelson
3,3,Ramsey Nijem,Beneil Dariush,Lightweight Bout,230.0,-270,ufc-abu-dhabi-nogueira-nelson,https://www.ufc.com/event/ufc-abu-dhabi-nogueira-nelson,KO/TKO,ufc-abu-dhabi-nogueira-nelson
4,4,Jared Rosholt,Daniel Omielanczuk,Heavyweight Bout,-280.0,240,ufc-abu-dhabi-nogueira-nelson,https://www.ufc.com/event/ufc-abu-dhabi-nogueira-nelson,Decision - Unanimous,ufc-abu-dhabi-nogueira-nelson
5,5,Thales Leites,Trevor Smith,Middleweight Bout,-565.0,435,ufc-abu-dhabi-nogueira-nelson,https://www.ufc.com/event/ufc-abu-dhabi-nogueira-nelson,KO/TKO,ufc-abu-dhabi-nogueira-nelson
6,6,Alan Omer,Jim Alers,Featherweight Bout,195.0,-230,ufc-abu-dhabi-nogueira-nelson,https://www.ufc.com/event/ufc-abu-dhabi-nogueira-nelson,Decision - Split,ufc-abu-dhabi-nogueira-nelson
7,7,Rani Yahya,Johnny Bedford,Bantamweight Bout,-165.0,145,ufc-abu-dhabi-nogueira-nelson,https://www.ufc.com/event/ufc-abu-dhabi-nogueira-nelson,Could Not Continue,ufc-abu-dhabi-nogueira-nelson
0,0,Junior Dos Santos,Tai Tuivasa,Heavyweight Bout,,,ufc-australia-2018,https://www.ufc.com/event/ufc-australia-2018,KO/TKO,ufc-australia-2018
1,1,Mauricio Rua,Tyson Pedro,Light Heavyweight Bout,,,ufc-australia-2018,https://www.ufc.com/event/ufc-australia-2018,KO/TKO,ufc-australia-2018
2,2,Mark Hunt,Justin Willis,Heavyweight Bout,,,ufc-australia-2018,https://www.ufc.com/event/ufc-australia-2018,DEC,ufc-australia-2018
3,3,Jake Matthews,Anthony Rocco Martin,Welterweight Bout,,,ufc-australia-2018,https://www.ufc.com/event/ufc-australia-2018,SUB,ufc-australia-2018
4,4,Suman Mokhtarian,Sodiq Yusuff,Featherweight Bout,,,ufc-australia-2018,https://www.ufc.com/event/ufc-australia-2018,KO/TKO,ufc-australia-2018
5,5,Jimmy Crute,Paul Craig,Light Heavyweight Bout,,,ufc-australia-2018,https://www.ufc.com/event/ufc-australia-2018,SUB,ufc-australia-2018
6,6,Yushin Okami,Aleksei Kunchenko,Welterweight Bout,,,ufc-australia-2018,https://www.ufc.com/event/ufc-australia-2018,DEC,ufc-australia-2018
7,7,Wilson Reis,Ben Nguyen,Flyweight Bout,,,ufc-australia-2018,https://www.ufc.com/event/ufc-australia-2018,DEC,ufc-australia-2018
8,8,Keita Nakamura,Salim Touahri,Welterweight Bout,,,ufc-australia-2018,https://www.ufc.com/event/ufc-australia-2018,DEC,ufc-australia-2018
9,9,Elias Garcia,Kai Kara France,Flyweight Bout,,,ufc-australia-2018,https://www.ufc.com/event/ufc-australia-2018,DEC,ufc-australia-2018
10,10,Mizuto Hirota,Christos Giagos,Lightweight Bout,,,ufc-australia-2018,https://www.ufc.com/event/ufc-australia-2018,DEC,ufc-australia-2018
11,11,Alex Gorgees,Damir Ismagulov,Lightweight Bout,,,ufc-australia-2018,https://www.ufc.com/event/ufc-australia-2018,DEC,ufc-australia-2018
0,0,Curtis Blaydes,Francis Ngannou,Heavyweight Bout,,,ufc-china-2018,https://www.ufc.com/event/ufc-china-2018,KO/TKO,ufc-china-2018
1,1,Alistair Overeem,Sergei Pavlovich,Heavyweight Bout,,,ufc-china-2018,https://www.ufc.com/event/ufc-china-2018,KO/TKO,ufc-china-2018
2,2,Yadong Song,Vince Morales,Bantamweight Bout,,,ufc-china-2018,https://www.ufc.com/event/ufc-china-2018,DEC,ufc-china-2018
3,3,Li Jingliang,David Zawada,Welterweight Bout,,,ufc-china-2018,https://www.ufc.com/event/ufc-china-2018,KO/TKO,ufc-china-2018
4,4,Song Kenan,Alex Morono, Bout,,,ufc-china-2018,https://www.ufc.com/event/ufc-china-2018,DEC,ufc-china-2018
5,5,Wu Yanan,Lauren Mueller,Women's Flyweight Bout,,,ufc-china-2018,https://www.ufc.com/event/ufc-china-2018,SUB,ufc-china-2018
6,6,Hu Yaozong,Rashad Coulter,Light Heavyweight Bout,,,ufc-china-2018,https://www.ufc.com/event/ufc-china-2018,DEC,ufc-china-2018
7,7,Zhang Weili,Jessica Aguilar,Women's Strawweight Bout,,,ufc-china-2018,https://www.ufc.com/event/ufc-china-2018,SUB,ufc-china-2018
8,8,Xiaonan Yan,Syuri Kondo,Women's Strawweight Bout,,,ufc-china-2018,https://www.ufc.com/event/ufc-china-2018,DEC,ufc-china-2018
9,9,Kevin Holland,John Phillips, ,,,ufc-china-2018,https://www.ufc.com/event/ufc-china-2018,SUB,ufc-china-2018
10,10,Sumudaerji,Louis Smolka, ,,,ufc-china-2018,https://www.ufc.com/event/ufc-china-2018,SUB,ufc-china-2018
0,0,Chan Sung Jung,Yair Rodriguez,Featherweight Bout,-140.0,120.0,ufc-denver-2018,https://www.ufc.com/event/ufc-denver-2018,KO/TKO,ufc-denver-2018
1,1,Donald Cerrone,Mike Perry,Welterweight Bout,180.0,-220.0,ufc-denver-2018,https://www.ufc.com/event/ufc-denver-2018,SUB,ufc-denver-2018
2,2,Raquel Pennington,Germaine de Randamie,Women's Bantamweight Bout,,,ufc-denver-2018,https://www.ufc.com/event/ufc-denver-2018,DEC,ufc-denver-2018
3,3,Beneil Dariush,Thiago Moises,Lightweight Bout,,,ufc-denver-2018,https://www.ufc.com/event/ufc-denver-2018,DEC,ufc-denver-2018
4,4,Maycee Barber,Hannah Cifers,Women's Strawweight Bout,,,ufc-denver-2018,https://www.ufc.com/event/ufc-denver-2018,KO/TKO,ufc-denver-2018
5,5,Michael Trizano,Luis Pena,Lightweight Bout,,,ufc-denver-2018,https://www.ufc.com/event/ufc-denver-2018,DEC,ufc-denver-2018
6,6,Ashley Yoder,Amanda Cooper,Women's Strawweight Bout,,,ufc-denver-2018,https://www.ufc.com/event/ufc-denver-2018,DEC,ufc-denver-2018
7,7,Chas Skelly,Bobby Moffett,Featherweight Bout,,,ufc-denver-2018,https://www.ufc.com/event/ufc-denver-2018,SUB,ufc-denver-2018
8,8,Davi Ramos,John Gunther,Lightweight Bout,-1000.0,600.0,ufc-denver-2018,https://www.ufc.com/event/ufc-denver-2018,SUB,ufc-denver-2018
9,9,Devonte Smith,Julian Erosa,Lightweight Bout,,,ufc-denver-2018,https://www.ufc.com/event/ufc-denver-2018,KO/TKO,ufc-denver-2018
10,10,Joseph Morales,Eric Shelton,Flyweight Bout,,,ufc-denver-2018,https://www.ufc.com/event/ufc-denver-2018,DEC,ufc-denver-2018
11,11,Mark De La Rosa,Joby Sanchez,Bantamweight Bout,,,ufc-denver-2018,https://www.ufc.com/event/ufc-denver-2018,DEC,ufc-denver-2018
0,0,Nate Marquardt,Ivan Salaverry,Middleweight Bout,,,UFC-Fight-Night-1,https://www.ufc.com/event/UFC-Fight-Night-1,Decision - Unanimous,UFC-Fight-Night-1
1,1,Chris Leben,Patrick Cote,Middleweight Bout,,,UFC-Fight-Night-1,https://www.ufc.com/event/UFC-Fight-Night-1,Decision - Split,UFC-Fight-Night-1
2,2,Stephan Bonnar,Sam Hoger,Light Heavyweight Bout,,,UFC-Fight-Night-1,https://www.ufc.com/event/UFC-Fight-Night-1,Decision - Unanimous,UFC-Fight-Night-1
3,3,Nate Quarry,Pete Sell,Middleweight Bout,,,UFC-Fight-Night-1,https://www.ufc.com/event/UFC-Fight-Night-1,KO/TKO,UFC-Fight-Night-1
4,4,Josh Koscheck,Pete Spratt,Welterweight Bout,,,UFC-Fight-Night-1,https://www.ufc.com/event/UFC-Fight-Night-1,Submission,UFC-Fight-Night-1
5,5,Mike Swick,Gideon Ray,Middleweight Bout,,,UFC-Fight-Night-1,https://www.ufc.com/event/UFC-Fight-Night-1,KO/TKO,UFC-Fight-Night-1
6,6,Kenny Florian,Alex Karalexis,Welterweight Bout,,,UFC-Fight-Night-1,https://www.ufc.com/event/UFC-Fight-Night-1,TKO - Doctor's Stoppage,UFC-Fight-Night-1
7,7,Drew Fickett,Josh Neer,Welterweight Bout,,,UFC-Fight-Night-1,https://www.ufc.com/event/UFC-Fight-Night-1,Submission,UFC-Fight-Night-1
0,0,Ryan Bader,Ovince Saint Preux,Light Heavyweight Bout,,,ufc-fight-night-125,https://www.ufc.com/event/ufc-fight-night-125,Decision - Unanimous,ufc-fight-night-125
1,1,Gray Maynard,Ross Pearson,Lightweight Bout,,,ufc-fight-night-125,https://www.ufc.com/event/ufc-fight-night-125,KO/TKO,ufc-fight-night-125
2,2,Tim Boetsch,Brad Tavares,Middleweight Bout,,,ufc-fight-night-125,https://www.ufc.com/event/ufc-fight-night-125,KO/TKO,ufc-fight-night-125
3,3,Seth Baczynski,Alan Jouban,Welterweight Bout,,,ufc-fight-night-125,https://www.ufc.com/event/ufc-fight-night-125,KO/TKO,ufc-fight-night-125
4,4,Shawn Jordan,,Heavyweight Bout,,,ufc-fight-night-125,https://www.ufc.com/event/ufc-fight-night-125,KO/TKO,ufc-fight-night-125
5,5,Thiago Tavares,Robbie Peralta,Featherweight Bout,,,ufc-fight-night-125,https://www.ufc.com/event/ufc-fight-night-125,Submission,ufc-fight-night-125
6,6,Jussier Formiga,Zach Makovsky,Flyweight Bout,,,ufc-fight-night-125,https://www.ufc.com/event/ufc-fight-night-125,Decision - Unanimous,ufc-fight-night-125
7,7,Sara McMann,Lauren Murphy,Women's Bantamweight Bout,,,ufc-fight-night-125,https://www.ufc.com/event/ufc-fight-night-125,Decision - Split,ufc-fight-night-125
8,8,Tom Watson,Sam Alvey,Middleweight Bout,,,ufc-fight-night-125,https://www.ufc.com/event/ufc-fight-night-125,Decision - Unanimous,ufc-fight-night-125
9,9,Nolan Ticman,Frankie Saenz,Bantamweight Bout,,,ufc-fight-night-125,https://www.ufc.com/event/ufc-fight-night-125,Decision - Unanimous,ufc-fight-night-125
0,0,Mark Hunt,Roy Nelson,Heavyweight Bout,,,ufc-fight-night-127,https://www.ufc.com/event/ufc-fight-night-127,KO/TKO,ufc-fight-night-127
1,1,Myles Jury,Takanori Gomi,Lightweight Bout,,,ufc-fight-night-127,https://www.ufc.com/event/ufc-fight-night-127,KO/TKO,ufc-fight-night-127
2,2,Yoshihiro Akiyama,Amir Sadollah,Welterweight Bout,,,ufc-fight-night-127,https://www.ufc.com/event/ufc-fight-night-127,Decision - Unanimous,ufc-fight-night-127
3,3,Miesha Tate,Rin Nakai,Women's Bantamweight Bout,,,ufc-fight-night-127,https://www.ufc.com/event/ufc-fight-night-127,Decision - Unanimous,ufc-fight-night-127
4,4,Kiichi Kunimoto,Rich Walsh,Welterweight Bout,,,ufc-fight-night-127,https://www.ufc.com/event/ufc-fight-night-127,Decision - Split,ufc-fight-night-127
5,5,Kyoji Horiguchi,Jon Delos Reyes,Flyweight Bout,,,ufc-fight-night-127,https://www.ufc.com/event/ufc-fight-night-127,KO/TKO,ufc-fight-night-127
6,6,Alex Caceres,Masanori Kanehara,Bantamweight Bout,,,ufc-fight-night-127,https://www.ufc.com/event/ufc-fight-night-127,Decision - Unanimous,ufc-fight-night-127
7,7,Katsunori Kikuno,Sam Sicilia,Featherweight Bout,,,ufc-fight-night-127,https://www.ufc.com/event/ufc-fight-night-127,Submission,ufc-fight-night-127
8,8,Hyun Gyu Lim,Takenori Sato,Welterweight Bout,,,ufc-fight-night-127,https://www.ufc.com/event/ufc-fight-night-127,KO/TKO,ufc-fight-night-127
9,9,Michinori Tanaka,Kyung Ho Kang,Bantamweight Bout,,,ufc-fight-night-127,https://www.ufc.com/event/ufc-fight-night-127,Decision - Split,ufc-fight-night-127
10,10,,Johnny Case,Lightweight Bout,,,ufc-fight-night-127,https://www.ufc.com/event/ufc-fight-night-127,Submission,ufc-fight-night-127
11,11,Maximo Blanco,Dan Hooker,Featherweight Bout,,,ufc-fight-night-127,https://www.ufc.com/event/ufc-fight-night-127,Decision - Unanimous,ufc-fight-night-127
0,0,Josh Barnett,Roy Nelson,Heavyweight Bout,,,ufc-fight-night-140,https://www.ufc.com/event/ufc-fight-night-140,DEC,ufc-fight-night-140
1,1,Gegard Mousasi,Uriah Hall,Middleweight Bout,,,ufc-fight-night-140,https://www.ufc.com/event/ufc-fight-night-140,KO/TKO,ufc-fight-night-140
2,2,Kyoji Horiguchi,Chico Camus,Flyweight Bout,,,ufc-fight-night-140,https://www.ufc.com/event/ufc-fight-night-140,DEC,ufc-fight-night-140
3,3,Takeya Mizugaki,George Roop,Bantamweight Bout,,,ufc-fight-night-140,https://www.ufc.com/event/ufc-fight-night-140,DEC,ufc-fight-night-140
4,4,Mizuto Hirota,Teruto Ishihara,Featherweight Bout,,,ufc-fight-night-140,https://www.ufc.com/event/ufc-fight-night-140,,ufc-fight-night-140
5,5,Keita Nakamura,Li Jingliang,Welterweight Bout,,,ufc-fight-night-140,https://www.ufc.com/event/ufc-fight-night-140,SUB,ufc-fight-night-140
6,6,Katsunori Kikuno,Diego Brandao,Featherweight Bout,,,ufc-fight-night-140,https://www.ufc.com/event/ufc-fight-night-140,KO/TKO,ufc-fight-night-140
7,7,Nick Hein,Yusuke Kasuya,Lightweight Bout,,,ufc-fight-night-140,https://www.ufc.com/event/ufc-fight-night-140,DEC,ufc-fight-night-140
8,8,Naoyuki Kotani,Kajan Johnson,Lightweight Bout,,,ufc-fight-night-140,https://www.ufc.com/event/ufc-fight-night-140,DEC,ufc-fight-night-140
9,9,Shinsho Anzai,Roger Zapata,Welterweight Bout,,,ufc-fight-night-140,https://www.ufc.com/event/ufc-fight-night-140,KO/TKO,ufc-fight-night-140
0,0,David Loiseau,Evan Tanner,Middleweight Bout,,,UFC-Fight-Night-2,https://www.ufc.com/event/UFC-Fight-Night-2,TKO - Doctor's Stoppage,UFC-Fight-Night-2
1,1,Chris Leben,Edwin Dewees,Middleweight Bout,,,UFC-Fight-Night-2,https://www.ufc.com/event/UFC-Fight-Night-2,Submission,UFC-Fight-Night-2
2,2,Brandon Vera,Fabiano Scherner,Heavyweight Bout,,,UFC-Fight-Night-2,https://www.ufc.com/event/UFC-Fight-Night-2,KO/TKO,UFC-Fight-Night-2
3,3,Drew Fickett,Josh Koscheck,Welterweight Bout,,,UFC-Fight-Night-2,https://www.ufc.com/event/UFC-Fight-Night-2,Submission,UFC-Fight-Night-2
4,4,Spencer Fisher,Thiago Alves,Welterweight Bout,,,UFC-Fight-Night-2,https://www.ufc.com/event/UFC-Fight-Night-2,Submission,UFC-Fight-Night-2
5,5,Jon Fitch,Brock Larson,Middleweight Bout,,,UFC-Fight-Night-2,https://www.ufc.com/event/UFC-Fight-Night-2,Decision - Unanimous,UFC-Fight-Night-2
6,6,Jonathan Goulet,Jay Hieron,Welterweight Bout,,,UFC-Fight-Night-2,https://www.ufc.com/event/UFC-Fight-Night-2,TKO - Doctor's Stoppage,UFC-Fight-Night-2
0,0,Curtis Blaydes,Alexander Volkov,Heavyweight Bout,,,ufc-fight-night-2020,https://www.ufc.com/event/ufc-fight-night-2020,,ufc-fight-night-2020
1,1,Josh Emmett,Shane Burgos,Featherweight Bout,,,ufc-fight-night-2020,https://www.ufc.com/event/ufc-fight-night-2020,,ufc-fight-night-2020
2,2,Raquel Pennington,Marion Reneau,Women's Bantamweight Bout,,,ufc-fight-night-2020,https://www.ufc.com/event/ufc-fight-night-2020,DECISION-UNANIMOUS,ufc-fight-night-2020
3,3,Belal Muhammad,Lyman Good,Welterweight Bout,,,ufc-fight-night-2020,https://www.ufc.com/event/ufc-fight-night-2020,,ufc-fight-night-2020
4,4,Jim Miller,Roosevelt Roberts, Bout,,,ufc-fight-night-2020,https://www.ufc.com/event/ufc-fight-night-2020,SUB,ufc-fight-night-2020
5,5,Clay Guida,Bobby Green,Lightweight Bout,,,ufc-fight-night-2020,https://www.ufc.com/event/ufc-fight-night-2020,,ufc-fight-night-2020
6,6,Tecia Torres,Brianna Fortino,Women's Strawweight Bout,,,ufc-fight-night-2020,https://www.ufc.com/event/ufc-fight-night-2020,DEC,ufc-fight-night-2020
7,7,Marc-Andre Barriault,Oskar Piechota,Middleweight Bout,,,ufc-fight-night-2020,https://www.ufc.com/event/ufc-fight-night-2020,,ufc-fight-night-2020
8,8,Cortney Casey,Gillian Robertson,Women's Flyweight Bout,,,ufc-fight-night-2020,https://www.ufc.com/event/ufc-fight-night-2020,,ufc-fight-night-2020
9,9,Frank Camacho,Justin Jaynes,Lightweight Bout,,,ufc-fight-night-2020,https://www.ufc.com/event/ufc-fight-night-2020,,ufc-fight-night-2020
10,10,Roxanne Modafferi,Lauren Murphy,Women's Flyweight Bout,,,ufc-fight-night-2020,https://www.ufc.com/event/ufc-fight-night-2020,,ufc-fight-night-2020
11,11,Austin Hubbard,Max Rohskopf,Lightweight Bout,,,ufc-fight-night-2020,https://www.ufc.com/event/ufc-fight-night-2020,,ufc-fight-night-2020
0,0,Frankie Edgar,Urijah Faber,Featherweight Bout,,,ufc-fight-night-29,https://www.ufc.com/event/ufc-fight-night-29,,ufc-fight-night-29
1,1,Gegard Mousasi,Costas Philippou,Middleweight Bout,,,ufc-fight-night-29,https://www.ufc.com/event/ufc-fight-night-29,,ufc-fight-night-29
2,2,Mark Munoz,Luke Barnatt,Middleweight Bout,,,ufc-fight-night-29,https://www.ufc.com/event/ufc-fight-night-29,,ufc-fight-night-29
3,3,Hyun Gyu Lim,Neil Magny,Welterweight Bout,,,ufc-fight-night-29,https://www.ufc.com/event/ufc-fight-night-29,,ufc-fight-night-29
4,4,Phillipe Nover,Yui Chul Nam,Featherweight Bout,,,ufc-fight-night-29,https://www.ufc.com/event/ufc-fight-night-29,,ufc-fight-night-29
5,5,Mark Eddiva,Levan Makashvili,Featherweight Bout,,,ufc-fight-night-29,https://www.ufc.com/event/ufc-fight-night-29,,ufc-fight-night-29
6,6,Tae Hyun Bang,Jon Tuck,Lightweight Bout,,,ufc-fight-night-29,https://www.ufc.com/event/ufc-fight-night-29,,ufc-fight-night-29
7,7,Zhang Lipeng,Kajan Johnson,Lightweight Bout,,,ufc-fight-night-29,https://www.ufc.com/event/ufc-fight-night-29,,ufc-fight-night-29
8,8,Li Jingliang,Dhiego Lima,Welterweight Bout,,,ufc-fight-night-29,https://www.ufc.com/event/ufc-fight-night-29,,ufc-fight-night-29
9,9,Ning Guangyou,Royston Wee,Bantamweight Bout,,,ufc-fight-night-29,https://www.ufc.com/event/ufc-fight-night-29,,ufc-fight-night-29
10,10,Roldan Sangcha-an,Jon Delos Reyes,Flyweight Bout,,,ufc-fight-night-29,https://www.ufc.com/event/ufc-fight-night-29,,ufc-fight-night-29
11,11,Nolan Ticman,Yao Zhikui,Flyweight Bout,,,ufc-fight-night-29,https://www.ufc.com/event/ufc-fight-night-29,,ufc-fight-night-29
0,0,Tim Sylvia,Assuerio Silva,Heavyweight Bout,,,UFC-Fight-Night-3,https://www.ufc.com/event/UFC-Fight-Night-3,Decision - Unanimous,UFC-Fight-Night-3
