fighter1,fighter2,weightclass,fighter1_odds,fighter2_odds,event_url,full_event_url,method,event,event_name,full_event_name
Sumudaerji,Louis Smolka, ,,,ufc-china-2018,https://www.ufc.com/event/ufc-china-2018,SUB,ufc-china-2018,Blaydes vs Ngannou 2,UFC china 2018 Blaydes vs Ngannou 2
Chan Sung Jung,Yair Rodriguez,Featherweight Bout,-140.0,120.0,ufc-denver-2018,https://www.ufc.com/event/ufc-denver-2018,KO/TKO,ufc-denver-2018,The Korean Zombie vs Rodriguez,UFC denver 2018 The Korean Zombie vs Rodriguez
Donald Cerrone,Mike Perry,Welterweight Bout,180.0,-220.0,ufc-denver-2018,https://www.ufc.com/event/ufc-denver-2018,SUB,ufc-denver-2018,The Korean Zombie vs Rodriguez,UFC denver 2018 The Korean Zombie vs Rodriguez
Raquel Pennington,Germaine de Randamie,Women's Bantamweight Bout,,,ufc-denver-2018,https://www.ufc.com/event/ufc-denver-2018,DEC,ufc-denver-2018,The Korean Zombie vs Rodriguez,UFC denver 2018 The Korean Zombie vs Rodriguez
Beneil Dariush,Thiago Moises,Lightweight Bout,,,ufc-denver-2018,https://www.ufc.com/event/ufc-denver-2018,DEC,ufc-denver-2018,The Korean Zombie vs Rodriguez,UFC denver 2018 The Korean Zombie vs Rodriguez
Maycee Barber,Hannah Cifers,Women's Strawweight Bout,,,ufc-denver-2018,https://www.ufc.com/event/ufc-denver-2018,KO/TKO,ufc-denver-2018,The Korean Zombie vs Rodriguez,UFC denver 2018 The Korean Zombie vs Rodriguez
Michael Trizano,Luis Pena,Lightweight Bout,,,ufc-denver-2018,https://www.ufc.com/event/ufc-denver-2018,DEC,ufc-denver-2018,The Korean Zombie vs Rodriguez,UFC denver 2018 The Korean Zombie vs Rodriguez
Ashley Yoder,Amanda Cooper,Women's Strawweight Bout,,,ufc-denver-2018,https://www.ufc.com/event/ufc-denver-2018,DEC,ufc-denver-2018,The Korean Zombie vs Rodriguez,UFC denver 2018 The Korean Zombie vs Rodriguez
Chas Skelly,Bobby Moffett,Featherweight Bout,,,ufc-denver-2018,https://www.ufc.com/event/ufc-denver-2018,SUB,ufc-denver-2018,The Korean Zombie vs Rodriguez,UFC denver 2018 The Korean Zombie vs Rodriguez
Davi Ramos,John Gunther,Lightweight Bout,-1000.0,600.0,ufc-denver-2018,https://www.ufc.com/event/ufc-denver-2018,SUB,ufc-denver-2018,The Korean Zombie vs Rodriguez,UFC denver 2018 The Korean Zombie vs Rodriguez
Devonte Smith,Julian Erosa,Lightweight Bout,,,ufc-denver-2018,https://www.ufc.com/event/ufc-denver-2018,KO/TKO,ufc-denver-2018,The Korean Zombie vs Rodriguez,UFC denver 2018 The Korean Zombie vs Rodriguez
Joseph Morales,Eric Shelton,Flyweight Bout,,,ufc-denver-2018,https://www.ufc.com/event/ufc-denver-2018,DEC,ufc-denver-2018,The Korean Zombie vs Rodriguez,UFC denver 2018 The Korean Zombie vs Rodriguez
Mark De La Rosa,Joby Sanchez,Bantamweight Bout,,,ufc-denver-2018,https://www.ufc.com/event/ufc-denver-2018,DEC,ufc-denver-2018,The Korean Zombie vs Rodriguez,UFC denver 2018 The Korean Zombie vs Rodriguez
Nate Marquardt,Ivan Salaverry,Middleweight Bout,,,UFC-Fight-Night-1,https://www.ufc.com/event/UFC-Fight-Night-1,Decision - Unanimous,UFC-Fight-Night-1,Marquardt vs Salaverry,UFC Fight Night 1 Marquardt vs Salaverry
Chris Leben,Patrick Cote,Middleweight Bout,,,UFC-Fight-Night-1,https://www.ufc.com/event/UFC-Fight-Night-1,Decision - Split,UFC-Fight-Night-1,Marquardt vs Salaverry,UFC Fight Night 1 Marquardt vs Salaverry
Stephan Bonnar,Sam Hoger,Light Heavyweight Bout,,,UFC-Fight-Night-1,https://www.ufc.com/event/UFC-Fight-Night-1,Decision - Unanimous,UFC-Fight-Night-1,Marquardt vs Salaverry,UFC Fight Night 1 Marquardt vs Salaverry
Nate Quarry,Pete Sell,Middleweight Bout,,,UFC-Fight-Night-1,https://www.ufc.com/event/UFC-Fight-Night-1,KO/TKO,UFC-Fight-Night-1,Marquardt vs Salaverry,UFC Fight Night 1 Marquardt vs Salaverry
Josh Koscheck,Pete Spratt,Welterweight Bout,,,UFC-Fight-Night-1,https://www.ufc.com/event/UFC-Fight-Night-1,Submission,UFC-Fight-Night-1,Marquardt vs Salaverry,UFC Fight Night 1 Marquardt vs Salaverry
Mike Swick,Gideon Ray,Middleweight Bout,,,UFC-Fight-Night-1,https://www.ufc.com/event/UFC-Fight-Night-1,KO/TKO,UFC-Fight-Night-1,Marquardt vs Salaverry,UFC Fight Night 1 Marquardt vs Salaverry
Kenny Florian,Alex Karalexis,Welterweight Bout,,,UFC-Fight-Night-1,https://www.ufc.com/event/UFC-Fight-Night-1,TKO - Doctor's Stoppage,UFC-Fight-Night-1,Marquardt vs Salaverry,UFC Fight Night 1 Marquardt vs Salaverry
Drew Fickett,Josh Neer,Welterweight Bout,,,UFC-Fight-Night-1,https://www.ufc.com/event/UFC-Fight-Night-1,Submission,UFC-Fight-Night-1,Marquardt vs Salaverry,UFC Fight Night 1 Marquardt vs Salaverry
Ryan Bader,Ovince Saint Preux,Light Heavyweight Bout,,,ufc-fight-night-125,https://www.ufc.com/event/ufc-fight-night-125,Decision - Unanimous,ufc-fight-night-125,Bader vs Saint Preux,UFC fight night 125 Bader vs Saint Preux
Gray Maynard,Ross Pearson,Lightweight Bout,,,ufc-fight-night-125,https://www.ufc.com/event/ufc-fight-night-125,KO/TKO,ufc-fight-night-125,Bader vs Saint Preux,UFC fight night 125 Bader vs Saint Preux
Tim Boetsch,Brad Tavares,Middleweight Bout,,,ufc-fight-night-125,https://www.ufc.com/event/ufc-fight-night-125,KO/TKO,ufc-fight-night-125,Bader vs Saint Preux,UFC fight night 125 Bader vs Saint Preux
Seth Baczynski,Alan Jouban,Welterweight Bout,,,ufc-fight-night-125,https://www.ufc.com/event/ufc-fight-night-125,KO/TKO,ufc-fight-night-125,Bader vs Saint Preux,UFC fight night 125 Bader vs Saint Preux
Thiago Tavares,Robbie Peralta,Featherweight Bout,,,ufc-fight-night-125,https://www.ufc.com/event/ufc-fight-night-125,Submission,ufc-fight-night-125,Bader vs Saint Preux,UFC fight night 125 Bader vs Saint Preux
Jussier Formiga,Zach Makovsky,Flyweight Bout,,,ufc-fight-night-125,https://www.ufc.com/event/ufc-fight-night-125,Decision - Unanimous,ufc-fight-night-125,Bader vs Saint Preux,UFC fight night 125 Bader vs Saint Preux
Sara McMann,Lauren Murphy,Women's Bantamweight Bout,,,ufc-fight-night-125,https://www.ufc.com/event/ufc-fight-night-125,Decision - Split,ufc-fight-night-125,Bader vs Saint Preux,UFC fight night 125 Bader vs Saint Preux
Tom Watson,Sam Alvey,Middleweight Bout,,,ufc-fight-night-125,https://www.ufc.com/event/ufc-fight-night-125,Decision - Unanimous,ufc-fight-night-125,Bader vs Saint Preux,UFC fight night 125 Bader vs Saint Preux
Nolan Ticman,Frankie Saenz,Bantamweight Bout,,,ufc-fight-night-125,https://www.ufc.com/event/ufc-fight-night-125,Decision - Unanimous,ufc-fight-night-125,Bader vs Saint Preux,UFC fight night 125 Bader vs Saint Preux
Mark Hunt,Roy Nelson,Heavyweight Bout,,,ufc-fight-night-127,https://www.ufc.com/event/ufc-fight-night-127,KO/TKO,ufc-fight-night-127,Hunt vs Nelson,UFC fight night 127 Hunt vs Nelson
Myles Jury,Takanori Gomi,Lightweight Bout,,,ufc-fight-night-127,https://www.ufc.com/event/ufc-fight-night-127,KO/TKO,ufc-fight-night-127,Hunt vs Nelson,UFC fight night 127 Hunt vs Nelson
Yoshihiro Akiyama,Amir Sadollah,Welterweight Bout,,,ufc-fight-night-127,https://www.ufc.com/event/ufc-fight-night-127,Decision - Unanimous,ufc-fight-night-127,Hunt vs Nelson,UFC fight night 127 Hunt vs Nelson
Miesha Tate,Rin Nakai,Women's Bantamweight Bout,,,ufc-fight-night-127,https://www.ufc.com/event/ufc-fight-night-127,Decision - Unanimous,ufc-fight-night-127,Hunt vs Nelson,UFC fight night 127 Hunt vs Nelson
Kiichi Kunimoto,Rich Walsh,Welterweight Bout,,,ufc-fight-night-127,https://www.ufc.com/event/ufc-fight-night-127,Decision - Split,ufc-fight-night-127,Hunt vs Nelson,UFC fight night 127 Hunt vs Nelson
Kyoji Horiguchi,Jon Delos Reyes,Flyweight Bout,,,ufc-fight-night-127,https://www.ufc.com/event/ufc-fight-night-127,KO/TKO,ufc-fight-night-127,Hunt vs Nelson,UFC fight night 127 Hunt vs Nelson
Alex Caceres,Masanori Kanehara,Bantamweight Bout,,,ufc-fight-night-127,https://www.ufc.com/event/ufc-fight-night-127,Decision - Unanimous,ufc-fight-night-127,Hunt vs Nelson,UFC fight night 127 Hunt vs Nelson
Katsunori Kikuno,Sam Sicilia,Featherweight Bout,,,ufc-fight-night-127,https://www.ufc.com/event/ufc-fight-night-127,Submission,ufc-fight-night-127,Hunt vs Nelson,UFC fight night 127 Hunt vs Nelson
Hyun Gyu Lim,Takenori Sato,Welterweight Bout,,,ufc-fight-night-127,https://www.ufc.com/event/ufc-fight-night-127,KO/TKO,ufc-fight-night-127,Hunt vs Nelson,UFC fight night 127 Hunt vs Nelson
Michinori Tanaka,Kyung Ho Kang,Bantamweight Bout,,,ufc-fight-night-127,https://www.ufc.com/event/ufc-fight-night-127,Decision - Split,ufc-fight-night-127,Hunt vs Nelson,UFC fight night 127 Hunt vs Nelson
Maximo Blanco,Dan Hooker,Featherweight Bout,,,ufc-fight-night-127,https://www.ufc.com/event/ufc-fight-night-127,Decision - Unanimous,ufc-fight-night-127,Hunt vs Nelson,UFC fight night 127 Hunt vs Nelson
Josh Barnett,Roy Nelson,Heavyweight Bout,,,ufc-fight-night-140,https://www.ufc.com/event/ufc-fight-night-140,DEC,ufc-fight-night-140,Barnett vs Nelson,UFC fight night 140 Barnett vs Nelson
Gegard Mousasi,Uriah Hall,Middleweight Bout,,,ufc-fight-night-140,https://www.ufc.com/event/ufc-fight-night-140,KO/TKO,ufc-fight-night-140,Barnett vs Nelson,UFC fight night 140 Barnett vs Nelson
Kyoji Horiguchi,Chico Camus,Flyweight Bout,,,ufc-fight-night-140,https://www.ufc.com/event/ufc-fight-night-140,DEC,ufc-fight-night-140,Barnett vs Nelson,UFC fight night 140 Barnett vs Nelson
Takeya Mizugaki,George Roop,Bantamweight Bout,,,ufc-fight-night-140,https://www.ufc.com/event/ufc-fight-night-140,DEC,ufc-fight-night-140,Barnett vs Nelson,UFC fight night 140 Barnett vs Nelson
Mizuto Hirota,Teruto Ishihara,Featherweight Bout,,,ufc-fight-night-140,https://www.ufc.com/event/ufc-fight-night-140,,ufc-fight-night-140,Barnett vs Nelson,UFC fight night 140 Barnett vs Nelson
Keita Nakamura,Li Jingliang,Welterweight Bout,,,ufc-fight-night-140,https://www.ufc.com/event/ufc-fight-night-140,SUB,ufc-fight-night-140,Barnett vs Nelson,UFC fight night 140 Barnett vs Nelson
Katsunori Kikuno,Diego Brandao,Featherweight Bout,,,ufc-fight-night-140,https://www.ufc.com/event/ufc-fight-night-140,KO/TKO,ufc-fight-night-140,Barnett vs Nelson,UFC fight night 140 Barnett vs Nelson
Nick Hein,Yusuke Kasuya,Lightweight Bout,,,ufc-fight-night-140,https://www.ufc.com/event/ufc-fight-night-140,DEC,ufc-fight-night-140,Barnett vs Nelson,UFC fight night 140 Barnett vs Nelson
Naoyuki Kotani,Kajan Johnson,Lightweight Bout,,,ufc-fight-night-140,https://www.ufc.com/event/ufc-fight-night-140,DEC,ufc-fight-night-140,Barnett vs Nelson,UFC fight night 140 Barnett vs Nelson
Shinsho Anzai,Roger Zapata,Welterweight Bout,,,ufc-fight-night-140,https://www.ufc.com/event/ufc-fight-night-140,KO/TKO,ufc-fight-night-140,Barnett vs Nelson,UFC fight night 140 Barnett vs Nelson
David Loiseau,Evan Tanner,Middleweight Bout,,,UFC-Fight-Night-2,https://www.ufc.com/event/UFC-Fight-Night-2,TKO - Doctor's Stoppage,UFC-Fight-Night-2,Loiseau vs Tanner,UFC Fight Night 2 Loiseau vs Tanner
Chris Leben,Edwin Dewees,Middleweight Bout,,,UFC-Fight-Night-2,https://www.ufc.com/event/UFC-Fight-Night-2,Submission,UFC-Fight-Night-2,Loiseau vs Tanner,UFC Fight Night 2 Loiseau vs Tanner
Brandon Vera,Fabiano Scherner,Heavyweight Bout,,,UFC-Fight-Night-2,https://www.ufc.com/event/UFC-Fight-Night-2,KO/TKO,UFC-Fight-Night-2,Loiseau vs Tanner,UFC Fight Night 2 Loiseau vs Tanner
Drew Fickett,Josh Koscheck,Welterweight Bout,,,UFC-Fight-Night-2,https://www.ufc.com/event/UFC-Fight-Night-2,Submission,UFC-Fight-Night-2,Loiseau vs Tanner,UFC Fight Night 2 Loiseau vs Tanner
Spencer Fisher,Thiago Alves,Welterweight Bout,,,UFC-Fight-Night-2,https://www.ufc.com/event/UFC-Fight-Night-2,Submission,UFC-Fight-Night-2,Loiseau vs Tanner,UFC Fight Night 2 Loiseau vs Tanner
Jon Fitch,Brock Larson,Middleweight Bout,,,UFC-Fight-Night-2,https://www.ufc.com/event/UFC-Fight-Night-2,Decision - Unanimous,UFC-Fight-Night-2,Loiseau vs Tanner,UFC Fight Night 2 Loiseau vs Tanner
Jonathan Goulet,Jay Hieron,Welterweight Bout,,,UFC-Fight-Night-2,https://www.ufc.com/event/UFC-Fight-Night-2,TKO - Doctor's Stoppage,UFC-Fight-Night-2,Loiseau vs Tanner,UFC Fight Night 2 Loiseau vs Tanner
Curtis Blaydes,Alexander Volkov,Heavyweight Bout,,,ufc-fight-night-2020,https://www.ufc.com/event/ufc-fight-night-2020,,ufc-fight-night-2020,Blaydes vs Volkov,UFC fight night 2020 Blaydes vs Volkov
Josh Emmett,Shane Burgos,Featherweight Bout,,,ufc-fight-night-2020,https://www.ufc.com/event/ufc-fight-night-2020,,ufc-fight-night-2020,Blaydes vs Volkov,UFC fight night 2020 Blaydes vs Volkov
Raquel Pennington,Marion Reneau,Women's Bantamweight Bout,,,ufc-fight-night-2020,https://www.ufc.com/event/ufc-fight-night-2020,DECISION-UNANIMOUS,ufc-fight-night-2020,Blaydes vs Volkov,UFC fight night 2020 Blaydes vs Volkov
Belal Muhammad,Lyman Good,Welterweight Bout,,,ufc-fight-night-2020,https://www.ufc.com/event/ufc-fight-night-2020,,ufc-fight-night-2020,Blaydes vs Volkov,UFC fight night 2020 Blaydes vs Volkov
Jim Miller,Roosevelt Roberts, Bout,,,ufc-fight-night-2020,https://www.ufc.com/event/ufc-fight-night-2020,SUB,ufc-fight-night-2020,Blaydes vs Volkov,UFC fight night 2020 Blaydes vs Volkov
Clay Guida,Bobby Green,Lightweight Bout,,,ufc-fight-night-2020,https://www.ufc.com/event/ufc-fight-night-2020,,ufc-fight-night-2020,Blaydes vs Volkov,UFC fight night 2020 Blaydes vs Volkov
Tecia Torres,Brianna Fortino,Women's Strawweight Bout,,,ufc-fight-night-2020,https://www.ufc.com/event/ufc-fight-night-2020,DEC,ufc-fight-night-2020,Blaydes vs Volkov,UFC fight night 2020 Blaydes vs Volkov
Marc-Andre Barriault,Oskar Piechota,Middleweight Bout,,,ufc-fight-night-2020,https://www.ufc.com/event/ufc-fight-night-2020,,ufc-fight-night-2020,Blaydes vs Volkov,UFC fight night 2020 Blaydes vs Volkov
Cortney Casey,Gillian Robertson,Women's Flyweight Bout,,,ufc-fight-night-2020,https://www.ufc.com/event/ufc-fight-night-2020,,ufc-fight-night-2020,Blaydes vs Volkov,UFC fight night 2020 Blaydes vs Volkov
Frank Camacho,Justin Jaynes,Lightweight Bout,,,ufc-fight-night-2020,https://www.ufc.com/event/ufc-fight-night-2020,,ufc-fight-night-2020,Blaydes vs Volkov,UFC fight night 2020 Blaydes vs Volkov
Roxanne Modafferi,Lauren Murphy,Women's Flyweight Bout,,,ufc-fight-night-2020,https://www.ufc.com/event/ufc-fight-night-2020,,ufc-fight-night-2020,Blaydes vs Volkov,UFC fight night 2020 Blaydes vs Volkov
Austin Hubbard,Max Rohskopf,Lightweight Bout,,,ufc-fight-night-2020,https://www.ufc.com/event/ufc-fight-night-2020,,ufc-fight-night-2020,Blaydes vs Volkov,UFC fight night 2020 Blaydes vs Volkov
Frankie Edgar,Urijah Faber,Featherweight Bout,,,ufc-fight-night-29,https://www.ufc.com/event/ufc-fight-night-29,,ufc-fight-night-29,Edgar vs Faber,UFC fight night 29 Edgar vs Faber
Gegard Mousasi,Costas Philippou,Middleweight Bout,,,ufc-fight-night-29,https://www.ufc.com/event/ufc-fight-night-29,,ufc-fight-night-29,Edgar vs Faber,UFC fight night 29 Edgar vs Faber
Mark Munoz,Luke Barnatt,Middleweight Bout,,,ufc-fight-night-29,https://www.ufc.com/event/ufc-fight-night-29,,ufc-fight-night-29,Edgar vs Faber,UFC fight night 29 Edgar vs Faber
Hyun Gyu Lim,Neil Magny,Welterweight Bout,,,ufc-fight-night-29,https://www.ufc.com/event/ufc-fight-night-29,,ufc-fight-night-29,Edgar vs Faber,UFC fight night 29 Edgar vs Faber
Phillipe Nover,Yui Chul Nam,Featherweight Bout,,,ufc-fight-night-29,https://www.ufc.com/event/ufc-fight-night-29,,ufc-fight-night-29,Edgar vs Faber,UFC fight night 29 Edgar vs Faber
Mark Eddiva,Levan Makashvili,Featherweight Bout,,,ufc-fight-night-29,https://www.ufc.com/event/ufc-fight-night-29,,ufc-fight-night-29,Edgar vs Faber,UFC fight night 29 Edgar vs Faber
Tae Hyun Bang,Jon Tuck,Lightweight Bout,,,ufc-fight-night-29,https://www.ufc.com/event/ufc-fight-night-29,,ufc-fight-night-29,Edgar vs Faber,UFC fight night 29 Edgar vs Faber
Zhang Lipeng,Kajan Johnson,Lightweight Bout,,,ufc-fight-night-29,https://www.ufc.com/event/ufc-fight-night-29,,ufc-fight-night-29,Edgar vs Faber,UFC fight night 29 Edgar vs Faber
Li Jingliang,Dhiego Lima,Welterweight Bout,,,ufc-fight-night-29,https://www.ufc.com/event/ufc-fight-night-29,,ufc-fight-night-29,Edgar vs Faber,UFC fight night 29 Edgar vs Faber
Ning Guangyou,Royston Wee,Bantamweight Bout,,,ufc-fight-night-29,https://www.ufc.com/event/ufc-fight-night-29,,ufc-fight-night-29,Edgar vs Faber,UFC fight night 29 Edgar vs Faber
Roldan Sangcha-an,Jon Delos Reyes,Flyweight Bout,,,ufc-fight-night-29,https://www.ufc.com/event/ufc-fight-night-29,,ufc-fight-night-29,Edgar vs Faber,UFC fight night 29 Edgar vs Faber
Nolan Ticman,Yao Zhikui,Flyweight Bout,,,ufc-fight-night-29,https://www.ufc.com/event/ufc-fight-night-29,,ufc-fight-night-29,Edgar vs Faber,UFC fight night 29 Edgar vs Faber
Tim Sylvia,Assuerio Silva,Heavyweight Bout,,,UFC-Fight-Night-3,https://www.ufc.com/event/UFC-Fight-Night-3,Decision - Unanimous,UFC-Fight-Night-3,Sylvia vs Silva,UFC Fight Night 3 Sylvia vs Silva
Stephan Bonnar,James Irvin,Light Heavyweight Bout,,,UFC-Fight-Night-3,https://www.ufc.com/event/UFC-Fight-Night-3,Submission,UFC-Fight-Night-3,Sylvia vs Silva,UFC Fight Night 3 Sylvia vs Silva
Joshua Burkman,Drew Fickett,Welterweight Bout,,,UFC-Fight-Night-3,https://www.ufc.com/event/UFC-Fight-Night-3,Submission,UFC-Fight-Night-3,Sylvia vs Silva,UFC Fight Night 3 Sylvia vs Silva
Chris Leben,Jorge Rivera,Middleweight Bout,,,UFC-Fight-Night-3,https://www.ufc.com/event/UFC-Fight-Night-3,KO/TKO,UFC-Fight-Night-3,Sylvia vs Silva,UFC Fight Night 3 Sylvia vs Silva
Josh Neer,Melvin Guillard,Welterweight Bout,,,UFC-Fight-Night-3,https://www.ufc.com/event/UFC-Fight-Night-3,Submission,UFC-Fight-Night-3,Sylvia vs Silva,UFC Fight Night 3 Sylvia vs Silva
Duane Ludwig,Jonathan Goulet,Welterweight Bout,,,UFC-Fight-Night-3,https://www.ufc.com/event/UFC-Fight-Night-3,KO/TKO,UFC-Fight-Night-3,Sylvia vs Silva,UFC Fight Night 3 Sylvia vs Silva
Spencer Fisher,Aaron Riley,Welterweight Bout,,,UFC-Fight-Night-3,https://www.ufc.com/event/UFC-Fight-Night-3,TKO - Doctor's Stoppage,UFC-Fight-Night-3,Sylvia vs Silva,UFC Fight Night 3 Sylvia vs Silva
Jason Von Flue,Alex Karalexis,Welterweight Bout,,,UFC-Fight-Night-3,https://www.ufc.com/event/UFC-Fight-Night-3,Submission,UFC-Fight-Night-3,Sylvia vs Silva,UFC Fight Night 3 Sylvia vs Silva
Stephan Bonnar,Keith Jardine,Light Heavyweight Bout,,,UFC-Fight-Night-4,https://www.ufc.com/event/UFC-Fight-Night-4,Decision - Unanimous,UFC-Fight-Night-4,Bonnar vs Jardine,UFC Fight Night 4 Bonnar vs Jardine
Rashad Evans,Sam Hoger,Light Heavyweight Bout,,,UFC-Fight-Night-4,https://www.ufc.com/event/UFC-Fight-Night-4,Decision - Split,UFC-Fight-Night-4,Bonnar vs Jardine,UFC Fight Night 4 Bonnar vs Jardine
Josh Neer,Joe Stevenson,Welterweight Bout,,,UFC-Fight-Night-4,https://www.ufc.com/event/UFC-Fight-Night-4,Decision - Unanimous,UFC-Fight-Night-4,Bonnar vs Jardine,UFC Fight Night 4 Bonnar vs Jardine
Chris Leben,Luigi Fioravanti,Middleweight Bout,,,UFC-Fight-Night-4,https://www.ufc.com/event/UFC-Fight-Night-4,Decision - Unanimous,UFC-Fight-Night-4,Bonnar vs Jardine,UFC Fight Night 4 Bonnar vs Jardine
Luke Cummo,Jason Von Flue,Welterweight Bout,,,UFC-Fight-Night-4,https://www.ufc.com/event/UFC-Fight-Night-4,Decision - Unanimous,UFC-Fight-Night-4,Bonnar vs Jardine,UFC Fight Night 4 Bonnar vs Jardine
Jon Fitch,Joshua Burkman,Welterweight Bout,,,UFC-Fight-Night-4,https://www.ufc.com/event/UFC-Fight-Night-4,Submission,UFC-Fight-Night-4,Bonnar vs Jardine,UFC Fight Night 4 Bonnar vs Jardine
Dan Christison,Brad Imes,Heavyweight Bout,,,UFC-Fight-Night-4,https://www.ufc.com/event/UFC-Fight-Night-4,Submission,UFC-Fight-Night-4,Bonnar vs Jardine,UFC Fight Night 4 Bonnar vs Jardine
Josh Koscheck,Ansar Chalangov,Welterweight Bout,,,UFC-Fight-Night-4,https://www.ufc.com/event/UFC-Fight-Night-4,Submission,UFC-Fight-Night-4,Bonnar vs Jardine,UFC Fight Night 4 Bonnar vs Jardine
Chael Sonnen,Trevor Prangley,Middleweight Bout,,,UFC-Fight-Night-4,https://www.ufc.com/event/UFC-Fight-Night-4,Decision - Unanimous,UFC-Fight-Night-4,Bonnar vs Jardine,UFC Fight Night 4 Bonnar vs Jardine
Diego Sanchez,Karo Parisyan,Welterweight Bout,,,UFC-Fight-Night-6,https://www.ufc.com/event/UFC-Fight-Night-6,Decision - Unanimous,UFC-Fight-Night-6,Sanchez vs Parisyan,UFC Fight Night 6 Sanchez vs Parisyan
Chris Leben,Jorge Santiago,Middleweight Bout,,,UFC-Fight-Night-6,https://www.ufc.com/event/UFC-Fight-Night-6,KO/TKO,UFC-Fight-Night-6,Sanchez vs Parisyan,UFC Fight Night 6 Sanchez vs Parisyan
Dean Lister,Yuki Sasaki,Middleweight Bout,,,UFC-Fight-Night-6,https://www.ufc.com/event/UFC-Fight-Night-6,Decision - Unanimous,UFC-Fight-Night-6,Sanchez vs Parisyan,UFC Fight Night 6 Sanchez vs Parisyan
Josh Koscheck,Jonathan Goulet,Welterweight Bout,,,UFC-Fight-Night-6,https://www.ufc.com/event/UFC-Fight-Night-6,KO/TKO,UFC-Fight-Night-6,Sanchez vs Parisyan,UFC Fight Night 6 Sanchez vs Parisyan
Martin Kampmann,Crafton Wallace,Middleweight Bout,,,UFC-Fight-Night-6,https://www.ufc.com/event/UFC-Fight-Night-6,Submission,UFC-Fight-Night-6,Sanchez vs Parisyan,UFC Fight Night 6 Sanchez vs Parisyan
Joe Riggs,Jason Von Flue,Welterweight Bout,,,UFC-Fight-Night-6,https://www.ufc.com/event/UFC-Fight-Night-6,Submission,UFC-Fight-Night-6,Sanchez vs Parisyan,UFC Fight Night 6 Sanchez vs Parisyan
Jake O'Brien,Christophe Midoux,Heavyweight Bout,,,UFC-Fight-Night-6,https://www.ufc.com/event/UFC-Fight-Night-6,KO/TKO,UFC-Fight-Night-6,Sanchez vs Parisyan,UFC Fight Night 6 Sanchez vs Parisyan
Forrest Petz,Sammy Morgan,Welterweight Bout,,,UFC-Fight-Night-6,https://www.ufc.com/event/UFC-Fight-Night-6,Decision - Unanimous,UFC-Fight-Night-6,Sanchez vs Parisyan,UFC Fight Night 6 Sanchez vs Parisyan
Anthony Torres,Pat Healy,Welterweight Bout,,,UFC-Fight-Night-6,https://www.ufc.com/event/UFC-Fight-Night-6,Submission,UFC-Fight-Night-6,Sanchez vs Parisyan,UFC Fight Night 6 Sanchez vs Parisyan
Jonathan Goulet,Luke Cummo,Welterweight Bout,,,ufc-fight-night-7,https://www.ufc.com/event/ufc-fight-night-7,Decision - Majority,ufc-fight-night-7,Goulet vs Cummo,UFC fight night 7 Goulet vs Cummo
Anderson Silva,Chris Leben,Middleweight Bout,,,ufc-fight-night-7,https://www.ufc.com/event/ufc-fight-night-7,KO/TKO,ufc-fight-night-7,Goulet vs Cummo,UFC fight night 7 Goulet vs Cummo
Rashad Evans,Stephan Bonnar,Light Heavyweight Bout,,,ufc-fight-night-7,https://www.ufc.com/event/ufc-fight-night-7,Decision - Majority,ufc-fight-night-7,Goulet vs Cummo,UFC fight night 7 Goulet vs Cummo
Mark Hominick,Jorge Gurgel,Lightweight Bout,,,ufc-fight-night-7,https://www.ufc.com/event/ufc-fight-night-7,Decision - Unanimous,ufc-fight-night-7,Goulet vs Cummo,UFC fight night 7 Goulet vs Cummo
Josh Koscheck,Dave Menne,Welterweight Bout,,,ufc-fight-night-7,https://www.ufc.com/event/ufc-fight-night-7,Decision - Unanimous,ufc-fight-night-7,Goulet vs Cummo,UFC fight night 7 Goulet vs Cummo
Jason Lambert,Branden Lee Hinkle,Light Heavyweight Bout,,,ufc-fight-night-7,https://www.ufc.com/event/ufc-fight-night-7,KO/TKO,ufc-fight-night-7,Goulet vs Cummo,UFC fight night 7 Goulet vs Cummo
Jon Fitch,Thiago Alves,Welterweight Bout,,,ufc-fight-night-7,https://www.ufc.com/event/ufc-fight-night-7,KO/TKO,ufc-fight-night-7,Goulet vs Cummo,UFC fight night 7 Goulet vs Cummo
Rob MacDonald,Kristian Rothaermel,Light Heavyweight Bout,,,ufc-fight-night-7,https://www.ufc.com/event/ufc-fight-night-7,Submission,ufc-fight-night-7,Goulet vs Cummo,UFC fight night 7 Goulet vs Cummo
Jorge Santiago,Justin Levens,Middleweight Bout,,,ufc-fight-night-7,https://www.ufc.com/event/ufc-fight-night-7,KO/TKO,ufc-fight-night-7,Goulet vs Cummo,UFC fight night 7 Goulet vs Cummo
Stipe Miocic,Mark Hunt,Heavyweight Bout,,,ufc-fight-night-adelaide-australia-2015,https://www.ufc.com/event/ufc-fight-night-adelaide-australia-2015,ko/tko,ufc-fight-night-adelaide-australia-2015,Miocic vs Hunt,UFC fight night adelaide australia 2015 Miocic vs Hunt
Brad Tavares,Robert Whittaker,Middleweight Bout,,,ufc-fight-night-adelaide-australia-2015,https://www.ufc.com/event/ufc-fight-night-adelaide-australia-2015,ko/tko,ufc-fight-night-adelaide-australia-2015,Miocic vs Hunt,UFC fight night adelaide australia 2015 Miocic vs Hunt
