fighter1,fighter2,weightclass,fighter1_odds,fighter2_odds,event_url,full_event_url,method,event,event_name,full_event_name
Neil Magny,Craig White,Welterweight Bout,,,fight-night-liverpool-2018,https://www.ufc.com/event/fight-night-liverpool-2018,KO/TKO,fight-night-liverpool-2018,Thompson vs Till,fight night liverpool 2018 Thompson vs Till
Arnold Allen,Mads Burnell,Featherweight Bout,,,fight-night-liverpool-2018,https://www.ufc.com/event/fight-night-liverpool-2018,SUB,fight-night-liverpool-2018,Thompson vs Till,fight night liverpool 2018 Thompson vs Till
Jason Knight,Makwan Amirkhani,Featherweight Bout,,,fight-night-liverpool-2018,https://www.ufc.com/event/fight-night-liverpool-2018,DEC,fight-night-liverpool-2018,Thompson vs Till,fight night liverpool 2018 Thompson vs Till
Claudio Silva,Nordine Taleb,Welterweight Bout,,,fight-night-liverpool-2018,https://www.ufc.com/event/fight-night-liverpool-2018,SUB,fight-night-liverpool-2018,Thompson vs Till,fight night liverpool 2018 Thompson vs Till
Eric Spicely,Darren Stewart,Middleweight Bout,,,fight-night-liverpool-2018,https://www.ufc.com/event/fight-night-liverpool-2018,KO/TKO,fight-night-liverpool-2018,Thompson vs Till,fight night liverpool 2018 Thompson vs Till
Daniel Kelly,Tom Breese,Middleweight Bout,,,fight-night-liverpool-2018,https://www.ufc.com/event/fight-night-liverpool-2018,KO/TKO,fight-night-liverpool-2018,Thompson vs Till,fight night liverpool 2018 Thompson vs Till
Lina Lansberg,Gina Mazany,Women's Bantamweight Bout,,,fight-night-liverpool-2018,https://www.ufc.com/event/fight-night-liverpool-2018,DEC,fight-night-liverpool-2018,Thompson vs Till,fight night liverpool 2018 Thompson vs Till
Bradley Scott,Carlo Pedersoli,Welterweight Bout,,,fight-night-liverpool-2018,https://www.ufc.com/event/fight-night-liverpool-2018,DEC,fight-night-liverpool-2018,Thompson vs Till,fight night liverpool 2018 Thompson vs Till
Gillian Robertson,Molly McCann,Women's Flyweight Bout,,,fight-night-liverpool-2018,https://www.ufc.com/event/fight-night-liverpool-2018,SUB,fight-night-liverpool-2018,Thompson vs Till,fight night liverpool 2018 Thompson vs Till
Elias Theodorou,Trevor Smith,Middleweight Bout,,,fight-night-liverpool-2018,https://www.ufc.com/event/fight-night-liverpool-2018,DEC,fight-night-liverpool-2018,Thompson vs Till,fight night liverpool 2018 Thompson vs Till
Mark Hunt,Aleksei Oleinik,Heavyweight Bout,,,fight-night-moscow-sept-15-2018,https://www.ufc.com/event/fight-night-moscow-sept-15-2018,SUB,fight-night-moscow-sept-15-2018,Hunt vs Oleinik,fight night moscow sept 15 2018 Hunt vs Oleinik
Jan Błachowicz,Nikita Krylov,Light Heavyweight Bout,,,fight-night-moscow-sept-15-2018,https://www.ufc.com/event/fight-night-moscow-sept-15-2018,SUB,fight-night-moscow-sept-15-2018,Hunt vs Oleinik,fight night moscow sept 15 2018 Hunt vs Oleinik
Andrei Arlovski,Shamil Abdurakhimov,Heavyweight Bout,,,fight-night-moscow-sept-15-2018,https://www.ufc.com/event/fight-night-moscow-sept-15-2018,DEC,fight-night-moscow-sept-15-2018,Hunt vs Oleinik,fight night moscow sept 15 2018 Hunt vs Oleinik
Aleksei Kunchenko,Thiago Alves,Welterweight Bout,,,fight-night-moscow-sept-15-2018,https://www.ufc.com/event/fight-night-moscow-sept-15-2018,DEC,fight-night-moscow-sept-15-2018,Hunt vs Oleinik,fight night moscow sept 15 2018 Hunt vs Oleinik
Khalid Murtazaliev,CB Dollaway,Middleweight Bout,,,fight-night-moscow-sept-15-2018,https://www.ufc.com/event/fight-night-moscow-sept-15-2018,KO/TKO,fight-night-moscow-sept-15-2018,Hunt vs Oleinik,fight night moscow sept 15 2018 Hunt vs Oleinik
Petr Yan,Jin Soo Son,Bantamweight Bout,,,fight-night-moscow-sept-15-2018,https://www.ufc.com/event/fight-night-moscow-sept-15-2018,DEC,fight-night-moscow-sept-15-2018,Hunt vs Oleinik,fight night moscow sept 15 2018 Hunt vs Oleinik
Rustam Khabilov,Kajan Johnson,Lightweight Bout,,,fight-night-moscow-sept-15-2018,https://www.ufc.com/event/fight-night-moscow-sept-15-2018,DEC,fight-night-moscow-sept-15-2018,Hunt vs Oleinik,fight night moscow sept 15 2018 Hunt vs Oleinik
Mairbek Taisumov,Desmond Green,Lightweight Bout,,,fight-night-moscow-sept-15-2018,https://www.ufc.com/event/fight-night-moscow-sept-15-2018,DEC,fight-night-moscow-sept-15-2018,Hunt vs Oleinik,fight night moscow sept 15 2018 Hunt vs Oleinik
Magomed Ankalaev,Marcin Prachnio,Light Heavyweight Bout,,,fight-night-moscow-sept-15-2018,https://www.ufc.com/event/fight-night-moscow-sept-15-2018,KO/TKO,fight-night-moscow-sept-15-2018,Hunt vs Oleinik,fight night moscow sept 15 2018 Hunt vs Oleinik
Adam Yandiev,Jordan Johnson,Middleweight Bout,,,fight-night-moscow-sept-15-2018,https://www.ufc.com/event/fight-night-moscow-sept-15-2018,SUB,fight-night-moscow-sept-15-2018,Hunt vs Oleinik,fight night moscow sept 15 2018 Hunt vs Oleinik
Ramazan Emeev,Stefan Sekulic,Welterweight Bout,,,fight-night-moscow-sept-15-2018,https://www.ufc.com/event/fight-night-moscow-sept-15-2018,DEC,fight-night-moscow-sept-15-2018,Hunt vs Oleinik,fight night moscow sept 15 2018 Hunt vs Oleinik
Merab Dvalishvili,Terrion Ware,Bantamweight Bout,,,fight-night-moscow-sept-15-2018,https://www.ufc.com/event/fight-night-moscow-sept-15-2018,DEC,fight-night-moscow-sept-15-2018,Hunt vs Oleinik,fight night moscow sept 15 2018 Hunt vs Oleinik
Demian Maia,Kamaru Usman,Welterweight Bout,,,fight-night-santiago-2018,https://www.ufc.com/event/fight-night-santiago-2018,dec,fight-night-santiago-2018,Maia vs Usman,fight night santiago 2018 Maia vs Usman
Alexa Grasso,Tatiana Suarez,Women's Strawweight Bout,,,fight-night-santiago-2018,https://www.ufc.com/event/fight-night-santiago-2018,SUB,fight-night-santiago-2018,Maia vs Usman,fight night santiago 2018 Maia vs Usman
Jared Cannonier,Dominick Reyes,Light Heavyweight Bout,,,fight-night-santiago-2018,https://www.ufc.com/event/fight-night-santiago-2018,KO/TKO,fight-night-santiago-2018,Maia vs Usman,fight night santiago 2018 Maia vs Usman
Diego Rivas,Guido Cannetti,Bantamweight Bout,,,fight-night-santiago-2018,https://www.ufc.com/event/fight-night-santiago-2018,DEC,fight-night-santiago-2018,Maia vs Usman,fight night santiago 2018 Maia vs Usman
Veronica Macedo,Andrea Lee,Women's Flyweight Bout,,,fight-night-santiago-2018,https://www.ufc.com/event/fight-night-santiago-2018,DEC,fight-night-santiago-2018,Maia vs Usman,fight night santiago 2018 Maia vs Usman
Vicente Luque,Chad Laprise,Welterweight Bout,,,fight-night-santiago-2018,https://www.ufc.com/event/fight-night-santiago-2018,KO/TKO,fight-night-santiago-2018,Maia vs Usman,fight night santiago 2018 Maia vs Usman
Zak Cummings,Michel Prazeres,Welterweight Bout,,,fight-night-santiago-2018,https://www.ufc.com/event/fight-night-santiago-2018,DEC,fight-night-santiago-2018,Maia vs Usman,fight night santiago 2018 Maia vs Usman
Brandon Moreno,Alexandre Pantoja,Flyweight Bout,,,fight-night-santiago-2018,https://www.ufc.com/event/fight-night-santiago-2018,DEC,fight-night-santiago-2018,Maia vs Usman,fight night santiago 2018 Maia vs Usman
Poliana Botelho,Syuri Kondo,Women's Strawweight Bout,,,fight-night-santiago-2018,https://www.ufc.com/event/fight-night-santiago-2018,KO/TKO,fight-night-santiago-2018,Maia vs Usman,fight night santiago 2018 Maia vs Usman
Gabriel Benitez,Humberto Bandenay,Featherweight Bout,,,fight-night-santiago-2018,https://www.ufc.com/event/fight-night-santiago-2018,KO/TKO,fight-night-santiago-2018,Maia vs Usman,fight night santiago 2018 Maia vs Usman
Enrique Barzola,Brandon Davis,Featherweight Bout,,,fight-night-santiago-2018,https://www.ufc.com/event/fight-night-santiago-2018,DEC,fight-night-santiago-2018,Maia vs Usman,fight night santiago 2018 Maia vs Usman
Henry Briones,Frankie Saenz,Bantamweight Bout,,,fight-night-santiago-2018,https://www.ufc.com/event/fight-night-santiago-2018,DEC,fight-night-santiago-2018,Maia vs Usman,fight night santiago 2018 Maia vs Usman
Claudio Puelles,Felipe Silva,Lightweight Bout,,,fight-night-santiago-2018,https://www.ufc.com/event/fight-night-santiago-2018,SUB,fight-night-santiago-2018,Maia vs Usman,fight night santiago 2018 Maia vs Usman
Thiago Santos,Eryk Anders,Light Heavyweight Bout,,,fight-night-sao-paulo-sept-22-2018,https://www.ufc.com/event/fight-night-sao-paulo-sept-22-2018,KO/TKO,fight-night-sao-paulo-sept-22-2018,Santos vs Anders,fight night sao paulo sept 22 2018 Santos vs Anders
Alex Oliveira,Carlo Pedersoli,Welterweight Bout,,,fight-night-sao-paulo-sept-22-2018,https://www.ufc.com/event/fight-night-sao-paulo-sept-22-2018,KO/TKO,fight-night-sao-paulo-sept-22-2018,Santos vs Anders,fight night sao paulo sept 22 2018 Santos vs Anders
Sam Alvey,Antonio Rogerio Nogueira,Light Heavyweight Bout,,,fight-night-sao-paulo-sept-22-2018,https://www.ufc.com/event/fight-night-sao-paulo-sept-22-2018,KO/TKO,fight-night-sao-paulo-sept-22-2018,Santos vs Anders,fight night sao paulo sept 22 2018 Santos vs Anders
Renan Barao,Andre Ewell,Bantamweight Bout,,,fight-night-sao-paulo-sept-22-2018,https://www.ufc.com/event/fight-night-sao-paulo-sept-22-2018,DEC,fight-night-sao-paulo-sept-22-2018,Santos vs Anders,fight night sao paulo sept 22 2018 Santos vs Anders
Randa Markos,Marina Rodriguez,Women's Strawweight Bout,,,fight-night-sao-paulo-sept-22-2018,https://www.ufc.com/event/fight-night-sao-paulo-sept-22-2018,Dec,fight-night-sao-paulo-sept-22-2018,Santos vs Anders,fight night sao paulo sept 22 2018 Santos vs Anders
Charles Oliveira,Christos Giagos,Lightweight Bout,,,fight-night-sao-paulo-sept-22-2018,https://www.ufc.com/event/fight-night-sao-paulo-sept-22-2018,SUB,fight-night-sao-paulo-sept-22-2018,Santos vs Anders,fight night sao paulo sept 22 2018 Santos vs Anders
Francisco Trinaldo,Evan Dunham,Lightweight Bout,,,fight-night-sao-paulo-sept-22-2018,https://www.ufc.com/event/fight-night-sao-paulo-sept-22-2018,KO/TKO,fight-night-sao-paulo-sept-22-2018,Santos vs Anders,fight night sao paulo sept 22 2018 Santos vs Anders
Luis Henrique,Ryan Spann,Light Heavyweight Bout,,,fight-night-sao-paulo-sept-22-2018,https://www.ufc.com/event/fight-night-sao-paulo-sept-22-2018,DEC,fight-night-sao-paulo-sept-22-2018,Santos vs Anders,fight night sao paulo sept 22 2018 Santos vs Anders
Augusto Sakai,Chase Sherman,Heavyweight Bout,,,fight-night-sao-paulo-sept-22-2018,https://www.ufc.com/event/fight-night-sao-paulo-sept-22-2018,KO/TKO,fight-night-sao-paulo-sept-22-2018,Santos vs Anders,fight night sao paulo sept 22 2018 Santos vs Anders
Sergio Moraes,Ben Saunders,Welterweight Bout,,,fight-night-sao-paulo-sept-22-2018,https://www.ufc.com/event/fight-night-sao-paulo-sept-22-2018,SUB,fight-night-sao-paulo-sept-22-2018,Santos vs Anders,fight night sao paulo sept 22 2018 Santos vs Anders
Mayra Bueno Silva,Gillian Robertson,Women's Flyweight Bout,,,fight-night-sao-paulo-sept-22-2018,https://www.ufc.com/event/fight-night-sao-paulo-sept-22-2018,SUB,fight-night-sao-paulo-sept-22-2018,Santos vs Anders,fight night sao paulo sept 22 2018 Santos vs Anders
Thales Leites,Hector Lombard,Middleweight Bout,,,fight-night-sao-paulo-sept-22-2018,https://www.ufc.com/event/fight-night-sao-paulo-sept-22-2018,DEC,fight-night-sao-paulo-sept-22-2018,Santos vs Anders,fight night sao paulo sept 22 2018 Santos vs Anders
Elizeu dos Santos,Luigi Vendramini,Welterweight Bout,,,fight-night-sao-paulo-sept-22-2018,https://www.ufc.com/event/fight-night-sao-paulo-sept-22-2018,KO/TKO,fight-night-sao-paulo-sept-22-2018,Santos vs Anders,fight night sao paulo sept 22 2018 Santos vs Anders
Livinha Souza,Alex Chambers,Women's Strawweight Bout,,,fight-night-sao-paulo-sept-22-2018,https://www.ufc.com/event/fight-night-sao-paulo-sept-22-2018,SUB,fight-night-sao-paulo-sept-22-2018,Santos vs Anders,fight night sao paulo sept 22 2018 Santos vs Anders
Jimmie Rivera,Marlon Moraes,Bantamweight Bout,,,fight-night-utica-2018,https://www.ufc.com/event/fight-night-utica-2018,KO/TKO,fight-night-utica-2018,Rivera vs Moraes,fight night utica 2018 Rivera vs Moraes
Benson Henderson,Josh Thomson,Lightweight Bout,,,FOX10,https://www.ufc.com/event/FOX10,Decision - Split,FOX10,Henderson vs Thomson,FOX10 Henderson vs Thomson
Stipe Miocic,Gabriel Gonzaga,Heavyweight Bout,-310.0,250.0,FOX10,https://www.ufc.com/event/FOX10,Decision - Unanimous,FOX10,Henderson vs Thomson,FOX10 Henderson vs Thomson
Donald Cerrone,Adriano Martins,Lightweight Bout,-180.0,150.0,FOX10,https://www.ufc.com/event/FOX10,KO/TKO,FOX10,Henderson vs Thomson,FOX10 Henderson vs Thomson
Darren Elkins,Jeremy Stephens,Featherweight Bout,110.0,-140.0,FOX10,https://www.ufc.com/event/FOX10,Decision - Unanimous,FOX10,Henderson vs Thomson,FOX10 Henderson vs Thomson
Alex Caceres,Sergio Pettis,Bantamweight Bout,165.0,-205.0,FOX10,https://www.ufc.com/event/FOX10,Submission,FOX10,Henderson vs Thomson,FOX10 Henderson vs Thomson
Eddie Wineland,Yves Jabouin,Bantamweight Bout,-510.0,385.0,FOX10,https://www.ufc.com/event/FOX10,KO/TKO,FOX10,Henderson vs Thomson,FOX10 Henderson vs Thomson
Chico Camus,Yaotzin Meza,Bantamweight Bout,-200.0,160.0,FOX10,https://www.ufc.com/event/FOX10,Overturned,FOX10,Henderson vs Thomson,FOX10 Henderson vs Thomson
Junior Hernandez,Hugo Viana,Bantamweight Bout,285.0,-360.0,FOX10,https://www.ufc.com/event/FOX10,Decision - Unanimous,FOX10,Henderson vs Thomson,FOX10 Henderson vs Thomson
Daron Cruickshank,Mike Rio,Lightweight Bout,-240.0,190.0,FOX10,https://www.ufc.com/event/FOX10,KO/TKO,FOX10,Henderson vs Thomson,FOX10 Henderson vs Thomson
George Sullivan,Mike Rhodes,Welterweight Bout,235.0,-295.0,FOX10,https://www.ufc.com/event/FOX10,Decision - Unanimous,FOX10,Henderson vs Thomson,FOX10 Henderson vs Thomson
Walt Harris,Nikita Krylov,Heavyweight Bout,-425.0,325.0,FOX10,https://www.ufc.com/event/FOX10,KO/TKO,FOX10,Henderson vs Thomson,FOX10 Henderson vs Thomson
Fabricio Werdum,Travis Browne,Heavyweight Bout,195.0,-230.0,FOX11,https://www.ufc.com/event/FOX11,Decision - Unanimous,FOX11,Werdum vs Browne,FOX11 Werdum vs Browne
Miesha Tate,Liz Carmouche,Women's Bantamweight Bout,-200.0,170.0,FOX11,https://www.ufc.com/event/FOX11,Decision - Unanimous,FOX11,Werdum vs Browne,FOX11 Werdum vs Browne
Donald Cerrone,Edson Barboza,Lightweight Bout,150.0,-175.0,FOX11,https://www.ufc.com/event/FOX11,Submission,FOX11,Werdum vs Browne,FOX11 Werdum vs Browne
Brad Tavares,Yoel Romero,Middleweight Bout,-153.0,133.0,FOX11,https://www.ufc.com/event/FOX11,Decision - Unanimous,FOX11,Werdum vs Browne,FOX11 Werdum vs Browne
Rafael Dos Anjos,Khabib Nurmagomedov,Lightweight Bout,260.0,-310.0,FOX11,https://www.ufc.com/event/FOX11,Decision - Unanimous,FOX11,Werdum vs Browne,FOX11 Werdum vs Browne
Thiago Alves,Seth Baczynski,Welterweight Bout,-525.0,410.0,FOX11,https://www.ufc.com/event/FOX11,Decision - Unanimous,FOX11,Werdum vs Browne,FOX11 Werdum vs Browne
Jorge Masvidal,Pat Healy,Lightweight Bout,-280.0,240.0,FOX11,https://www.ufc.com/event/FOX11,Decision - Unanimous,FOX11,Werdum vs Browne,FOX11 Werdum vs Browne
Estevan Payan,Alex White,Featherweight Bout,-115.0,-105.0,FOX11,https://www.ufc.com/event/FOX11,KO/TKO,FOX11,Werdum vs Browne,FOX11 Werdum vs Browne
Caio Magalhaes,Luke Zachrich,Middleweight Bout,-310.0,260.0,FOX11,https://www.ufc.com/event/FOX11,KO/TKO,FOX11,Werdum vs Browne,FOX11 Werdum vs Browne
Jordan Mein,Hernani Perpetuo,Welterweight Bout,-450.0,350.0,FOX11,https://www.ufc.com/event/FOX11,Decision - Split,FOX11,Werdum vs Browne,FOX11 Werdum vs Browne
Dustin Ortiz,Ray Borg,Flyweight Bout,-150.0,130.0,FOX11,https://www.ufc.com/event/FOX11,Decision - Split,FOX11,Werdum vs Browne,FOX11 Werdum vs Browne
Mirsad Bektic,Chas Skelly,Featherweight Bout,-142.0,122.0,FOX11,https://www.ufc.com/event/FOX11,Decision - Majority,FOX11,Werdum vs Browne,FOX11 Werdum vs Browne
Robbie Lawler,Matt Brown,Welterweight Bout,,,FOX12,https://www.ufc.com/event/FOX12,Decision - Unanimous,FOX12,Lawler vs Brown,FOX12 Lawler vs Brown
Anthony Johnson,Antonio Rogerio Nogueira,Light Heavyweight Bout,,,FOX12,https://www.ufc.com/event/FOX12,KO/TKO,FOX12,Lawler vs Brown,FOX12 Lawler vs Brown
Clay Guida,Dennis Bermudez,Featherweight Bout,,,FOX12,https://www.ufc.com/event/FOX12,Submission,FOX12,Lawler vs Brown,FOX12 Lawler vs Brown
Josh Thomson,Bobby Green,Lightweight Bout,,,FOX12,https://www.ufc.com/event/FOX12,Decision - Split,FOX12,Lawler vs Brown,FOX12 Lawler vs Brown
Daron Cruickshank,Jorge Masvidal,Lightweight Bout,,,FOX12,https://www.ufc.com/event/FOX12,Decision - Unanimous,FOX12,Lawler vs Brown,FOX12 Lawler vs Brown
Kyle Kingsbury,Patrick Cummins,Light Heavyweight Bout,,,FOX12,https://www.ufc.com/event/FOX12,Decision - Unanimous,FOX12,Lawler vs Brown,FOX12 Lawler vs Brown
Hernani Perpetuo,Tim Means,Welterweight Bout,,,FOX12,https://www.ufc.com/event/FOX12,Decision - Unanimous,FOX12,Lawler vs Brown,FOX12 Lawler vs Brown
Mike De La Torre,Brian Ortega,Featherweight Bout,,,FOX12,https://www.ufc.com/event/FOX12,Overturned,FOX12,Lawler vs Brown,FOX12 Lawler vs Brown
Akbarh Arreola,Tiago Trator,Lightweight Bout,,,FOX12,https://www.ufc.com/event/FOX12,Decision - Unanimous,FOX12,Lawler vs Brown,FOX12 Lawler vs Brown
Andreas Stahl,Gilbert Burns,Welterweight Bout,,,FOX12,https://www.ufc.com/event/FOX12,Decision - Unanimous,FOX12,Lawler vs Brown,FOX12 Lawler vs Brown
Juliana Lima,Joanna Jędrzejczyk,Women's Strawweight Bout,,,FOX12,https://www.ufc.com/event/FOX12,Decision - Unanimous,FOX12,Lawler vs Brown,FOX12 Lawler vs Brown
Steven Siler,Noad Lahat,Featherweight Bout,,,FOX12,https://www.ufc.com/event/FOX12,Decision - Unanimous,FOX12,Lawler vs Brown,FOX12 Lawler vs Brown
Nate Diaz,Jim Miller,Lightweight Bout,,,FOX3,https://www.ufc.com/event/FOX3,Submission,FOX3,Diaz vs Miller,FOX3 Diaz vs Miller
Josh Koscheck,Johny Hendricks,Welterweight Bout,,,FOX3,https://www.ufc.com/event/FOX3,Decision - Split,FOX3,Diaz vs Miller,FOX3 Diaz vs Miller
Rousimar Palhares,Alan Belcher,Middleweight Bout,,,FOX3,https://www.ufc.com/event/FOX3,KO/TKO,FOX3,Diaz vs Miller,FOX3 Diaz vs Miller
Pat Barry,Lavar Johnson,Heavyweight Bout,,,FOX3,https://www.ufc.com/event/FOX3,KO/TKO,FOX3,Diaz vs Miller,FOX3 Diaz vs Miller
Tony Ferguson,Michael Johnson,Lightweight Bout,,,FOX3,https://www.ufc.com/event/FOX3,Decision - Unanimous,FOX3,Diaz vs Miller,FOX3 Diaz vs Miller
John Dodson,Tim Elliott,Flyweight Bout,,,FOX3,https://www.ufc.com/event/FOX3,Decision - Unanimous,FOX3,Diaz vs Miller,FOX3 Diaz vs Miller
John Hathaway,Pascal Krauss,Welterweight Bout,,,FOX3,https://www.ufc.com/event/FOX3,Decision - Unanimous,FOX3,Diaz vs Miller,FOX3 Diaz vs Miller
Louis Gaudinot,John Lineker,Flyweight Bout,,,FOX3,https://www.ufc.com/event/FOX3,Submission,FOX3,Diaz vs Miller,FOX3 Diaz vs Miller
Danny Castillo,John Cholish,Lightweight Bout,,,FOX3,https://www.ufc.com/event/FOX3,Decision - Unanimous,FOX3,Diaz vs Miller,FOX3 Diaz vs Miller
Dennis Bermudez,Pablo Garza,Featherweight Bout,,,FOX3,https://www.ufc.com/event/FOX3,Decision - Unanimous,FOX3,Diaz vs Miller,FOX3 Diaz vs Miller
Roland Delorme,Nick Denis,Bantamweight Bout,,,FOX3,https://www.ufc.com/event/FOX3,Submission,FOX3,Diaz vs Miller,FOX3 Diaz vs Miller
Mike Massenzio,Karlos Vemola,Middleweight Bout,,,FOX3,https://www.ufc.com/event/FOX3,Submission,FOX3,Diaz vs Miller,FOX3 Diaz vs Miller
Mauricio Rua,Brandon Vera,Light Heavyweight Bout,,,FOX4,https://www.ufc.com/event/FOX4,KO/TKO,FOX4,Shogun vs Vera,FOX4 Shogun vs Vera
Lyoto Machida,Ryan Bader,Light Heavyweight Bout,,,FOX4,https://www.ufc.com/event/FOX4,KO/TKO,FOX4,Shogun vs Vera,FOX4 Shogun vs Vera
Joe Lauzon,Jamie Varner,Lightweight Bout,,,FOX4,https://www.ufc.com/event/FOX4,Submission,FOX4,Shogun vs Vera,FOX4 Shogun vs Vera
Mike Swick,DaMarques Johnson,Welterweight Bout,,,FOX4,https://www.ufc.com/event/FOX4,KO/TKO,FOX4,Shogun vs Vera,FOX4 Shogun vs Vera
Cole Miller,Nam Phan,Featherweight Bout,,,FOX4,https://www.ufc.com/event/FOX4,Decision - Split,FOX4,Shogun vs Vera,FOX4 Shogun vs Vera
Phil Davis,Wagner Prado,Light Heavyweight Bout,,,FOX4,https://www.ufc.com/event/FOX4,Could Not Continue,FOX4,Shogun vs Vera,FOX4 Shogun vs Vera
Josh Grispi,Rani Yahya,Featherweight Bout,,,FOX4,https://www.ufc.com/event/FOX4,Submission,FOX4,Shogun vs Vera,FOX4 Shogun vs Vera
Phil De Fries,Oli Thompson,Heavyweight Bout,,,FOX4,https://www.ufc.com/event/FOX4,Submission,FOX4,Shogun vs Vera,FOX4 Shogun vs Vera
Manny Gamburyan,Michihiro Omigawa,Featherweight Bout,,,FOX4,https://www.ufc.com/event/FOX4,Decision - Unanimous,FOX4,Shogun vs Vera,FOX4 Shogun vs Vera
Benson Henderson,Nate Diaz,Lightweight Title Bout,,,FOX5,https://www.ufc.com/event/FOX5,Decision - Unanimous,FOX5,Henderson vs Diaz,FOX5 Henderson vs Diaz
Mauricio Rua,Alexander Gustafsson,Light Heavyweight Bout,,,FOX5,https://www.ufc.com/event/FOX5,Decision - Unanimous,FOX5,Henderson vs Diaz,FOX5 Henderson vs Diaz
BJ Penn,Rory MacDonald,Welterweight Bout,,,FOX5,https://www.ufc.com/event/FOX5,Decision - Unanimous,FOX5,Henderson vs Diaz,FOX5 Henderson vs Diaz
Mike Swick,Matt Brown,Welterweight Bout,,,FOX5,https://www.ufc.com/event/FOX5,KO/TKO,FOX5,Henderson vs Diaz,FOX5 Henderson vs Diaz
Yves Edwards,Jeremy Stephens,Lightweight Bout,,,FOX5,https://www.ufc.com/event/FOX5,KO/TKO,FOX5,Henderson vs Diaz,FOX5 Henderson vs Diaz
