,Unnamed: 0,Fighter_A,Fighter_B,A_Kd,B_Kd,A_Sig_strike_land,A_Sig_strike_att,B_Sig_strike_land,B_Sig_strike_att,A_Sig_strike_percent,B_Sig_strike_percent,A_Total_Strikes_land,A_Total_Strikes_att,B_Total_Strikes_land,B_Total_Strikes_att,A_Total_Strikes_percent,B_Total_Strikes_percent,A_Takedowns_land,A_Takedowns_att,B_Takedowns_land,B_Takedowns_att,A_Takedown_percent,B_Takedown_percent,A_Sub_Attempts_land,B_Sub_Attempts_land,A_Rev,B_Rev,A_Ctrl_time_min,A_Ctrl_time_sec,B_Ctrl_time_min,B_Ctrl_time_sec,A_Ctrl_time_tot,B_Ctrl_time_tot,details,event_title,event_url,date,Winner,A_Head_Strikes_land,A_Head_Strikes_att,B_Head_Strikes_land,B_Head_Strikes_att,A_Head_Strikes_percent,B_Head_Strikes_percent,A_Body_Strikes_land,A_Body_Strikes_att,B_Body_Strikes_land,B_Body_Strikes_att,A_Body_Strikes_percent,B_Body_Strikes_percent,A_Leg_Strikes_land,A_Leg_Strikes_att,B_Leg_Strikes_land,B_Leg_Strikes_att,A_Leg_Strikes_percent,B_Leg_Strikes_percent,A_Distance_Strikes_land,A_Distance_Strikes_att,B_Distance_Strikes_land,B_Distance_Strikes_att,A_Distance_Strikes_percent,B_Distance_Strikes_percent,A_Clinch_Strikes_land,A_Clinch_Strikes_att,B_Clinch_Strikes_land,B_Clinch_Strikes_att,A_Clinch_Strikes_percent,B_Clinch_Strikes_percent,A_Ground_Strikes_land,A_Ground_Strikes_att,B_Ground_Strikes_land,B_Ground_Strikes_att,A_Ground_Strikes_percent,B_Ground_Strikes_percent,Fighter_A_Odds_obf,Fighter_B_Odds_obf,favorite?
3791,3791,James Irvin,Igor Pokrajac,0,0,11,22,18,27,0.5,0.66,14,25,21,30,0.56,0.7,0,1,2,3,0.0,0.6666666666666666,0,1,1,0,1,6.0,1,2.0,66.0,62.0,Rear Naked Choke,UFC Live: Jones vs Matyushenko,http://www.ufcstats.com/event-details/f12f979b657ab876,2010-08-01,Igor Pokrajac,11.0,22.0,18.0,27.0,0.5,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,10.0,17.0,0.25,0.5882352941176471,0.0,2.0,2.0,2.0,0.0,1.0,10.0,16.0,6.0,8.0,0.625,0.75,-160.0,140.0,1
3792,3792,Sarah Kaufman,Roxanne Modafferi,0,0,80,125,43,111,0.64,0.38,111,158,104,191,0.7025316455696202,0.5445026178010471,0,0,2,19,0.0,0.1052631578947368,0,0,0,0,0,0.0,0,0.0,0.0,0.0,Slam to   On Ground,Strikeforce Challengers 9,http://www.ufcstats.com/event-details/f8fe2053d73d7bcf,2010-07-23,Sarah Kaufman,45.0,80.0,13.0,62.0,0.5625,0.2096774193548387,11.0,17.0,19.0,32.0,0.6470588235294118,0.59375,24.0,28.0,11.0,17.0,0.8571428571428571,0.6470588235294118,38.0,66.0,13.0,61.0,0.5757575757575758,0.2131147540983606,40.0,56.0,27.0,44.0,0.7142857142857143,0.6136363636363636,2.0,3.0,3.0,6.0,0.6666666666666666,0.5,-430.0,345.0,1
3793,3793,Gerald Harris,David Branch,0,0,10,37,20,39,0.27,0.51,11,39,40,60,0.282051282051282,0.6666666666666666,5,5,0,2,1.0,0.0,0,0,0,0,4,48.0,1,28.0,288.0,88.0,Slam to   On Ground,UFC 116: Lesnar vs Carwin,http://www.ufcstats.com/event-details/140745cbbcb023ac,2010-07-03,Gerald Harris,10.0,37.0,10.0,28.0,0.2702702702702703,0.3571428571428571,0.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,4.0,5.0,0.0,0.8,5.0,28.0,8.0,27.0,0.1785714285714285,0.2962962962962963,2.0,3.0,12.0,12.0,0.6666666666666666,1.0,3.0,6.0,0.0,0.0,0.5,0.0,-250.0,210.0,1
3794,3794,Brendan Schaub,Chris Tuchscherer,1,0,10,12,1,5,0.83,0.2,15,17,1,5,0.8823529411764706,0.2,0,0,0,0,0.0,0.0,0,0,0,0,0,7.0,0,0.0,7.0,0.0,Punch to Head At Distance,UFC 116: Lesnar vs Carwin,http://www.ufcstats.com/event-details/140745cbbcb023ac,2010-07-03,Brendan Schaub,10.0,12.0,0.0,4.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,4.0,1.0,5.0,0.5,0.2,2.0,2.0,0.0,0.0,1.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,-305.0,275.0,1
3795,3795,Seth Petruzelli,Ricardo Romero,1,0,30,62,19,30,0.48,0.63,42,76,24,36,0.5526315789473685,0.6666666666666666,0,1,1,7,0.0,0.1428571428571428,2,2,0,1,1,11.0,3,59.0,71.0,239.0,Armbar From Side Control,UFC 116: Lesnar vs Carwin,http://www.ufcstats.com/event-details/140745cbbcb023ac,2010-07-03,Ricardo Romero,26.0,57.0,13.0,24.0,0.4561403508771929,0.5416666666666666,3.0,3.0,6.0,6.0,1.0,1.0,1.0,2.0,0.0,0.0,0.5,0.0,12.0,33.0,6.0,14.0,0.3636363636363636,0.4285714285714285,7.0,10.0,0.0,1.0,0.7,0.0,11.0,19.0,13.0,15.0,0.5789473684210527,0.8666666666666667,150.0,-170.0,0
3796,3796,Chris Lytle,Matt Brown,0,1,19,49,25,42,0.38,0.59,40,72,29,46,0.5555555555555556,0.6304347826086957,0,1,1,2,0.0,0.5,4,1,0,0,2,26.0,1,41.0,146.0,101.0,Armbar From Crucifix,UFC 116: Lesnar vs Carwin,http://www.ufcstats.com/event-details/140745cbbcb023ac,2010-07-03,Chris Lytle,12.0,39.0,14.0,26.0,0.3076923076923077,0.5384615384615384,7.0,10.0,8.0,11.0,0.7,0.7272727272727273,0.0,0.0,3.0,5.0,0.0,0.6,13.0,40.0,18.0,33.0,0.325,0.5454545454545454,6.0,9.0,7.0,8.0,0.6666666666666666,0.875,0.0,0.0,0.0,1.0,0.0,0.0,-180.0,168.0,1
3797,3797,Krzysztof Soszynski,Stephan Bonnar,0,1,32,90,48,112,0.35,0.42,33,91,82,151,0.3626373626373626,0.543046357615894,0,2,2,4,0.0,0.5,0,0,0,0,1,10.0,3,17.0,70.0,197.0,Punches to Head From Back Control,UFC 116: Lesnar vs Carwin,http://www.ufcstats.com/event-details/140745cbbcb023ac,2010-07-03,Stephan Bonnar,27.0,82.0,39.0,97.0,0.3292682926829268,0.4020618556701031,0.0,0.0,5.0,8.0,0.0,0.625,5.0,8.0,4.0,7.0,0.625,0.5714285714285714,20.0,50.0,15.0,50.0,0.4,0.3,12.0,40.0,22.0,46.0,0.3,0.4782608695652174,0.0,0.0,11.0,16.0,0.0,0.6875,-190.0,175.0,1
3798,3798,George Sotiropoulos,Kurt Pellegrino,1,1,48,162,39,108,0.29,0.36,82,199,68,141,0.4120603015075377,0.4822695035460992,1,2,3,3,0.5,1.0,0,0,0,0,4,47.0,3,12.0,287.0,192.0,Sal D'amato                                     27 - 30.          Nelson Hamilton                                     27 - 30.          Roy Silbert                                     28 - 29.,UFC 116: Lesnar vs Carwin,http://www.ufcstats.com/event-details/140745cbbcb023ac,2010-07-03,George Sotiropoulos,46.0,152.0,33.0,98.0,0.3026315789473684,0.336734693877551,1.0,9.0,3.0,4.0,0.1111111111111111,0.75,1.0,1.0,3.0,6.0,1.0,0.5,32.0,141.0,27.0,87.0,0.226950354609929,0.3103448275862069,3.0,6.0,8.0,11.0,0.5,0.7272727272727273,13.0,15.0,4.0,10.0,0.8666666666666667,0.4,-158.0,148.0,1
3799,3799,Forrest Petz,Daniel Roberts,0,0,21,69,5,44,0.3,0.11,47,97,45,93,0.4845360824742268,0.4838709677419355,1,1,6,9,1.0,0.6666666666666666,0,2,0,0,0,56.0,7,13.0,56.0,433.0,Patricia Morse-Jarman                                     29 - 28.          Tony Weeks                                     28 - 29.          Roy Silbert                                     28 - 29.,UFC 116: Lesnar vs Carwin,http://www.ufcstats.com/event-details/140745cbbcb023ac,2010-07-03,Daniel Roberts,6.0,50.0,4.0,42.0,0.12,0.0952380952380952,3.0,7.0,1.0,2.0,0.4285714285714285,0.5,12.0,12.0,0.0,0.0,1.0,0.0,17.0,59.0,2.0,39.0,0.288135593220339,0.0512820512820512,3.0,9.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,2.0,4.0,1.0,0.5,170.0,-200.0,0
3800,3800,Brock Lesnar,Shane Carwin,0,1,8,15,40,85,0.53,0.47,28,37,61,112,0.7567567567567568,0.5446428571428571,1,4,0,0,0.25,0.0,1,0,0,0,2,34.0,2,43.0,154.0,163.0,Arm Triangle From Side Control,UFC 116: Lesnar vs Carwin,http://www.ufcstats.com/event-details/140745cbbcb023ac,2010-07-03,Brock Lesnar,2.0,9.0,39.0,84.0,0.2222222222222222,0.4642857142857143,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,3.0,14.0,0.0,0.2142857142857142,3.0,3.0,6.0,14.0,1.0,0.4285714285714285,5.0,5.0,31.0,57.0,1.0,0.543859649122807,-145.0,135.0,1
3801,3801,Chris Leben,Yoshihiro Akiyama,0,0,46,105,27,68,0.43,0.39,162,231,62,111,0.7012987012987013,0.5585585585585585,0,0,5,5,0.0,1.0,4,1,0,0,0,23.0,8,33.0,23.0,513.0,Triangle Choke From Bottom Guard,UFC 116: Lesnar vs Carwin,http://www.ufcstats.com/event-details/140745cbbcb023ac,2010-07-03,Chris Leben,31.0,78.0,24.0,63.0,0.3974358974358974,0.3809523809523809,3.0,6.0,1.0,2.0,0.5,0.5,12.0,21.0,2.0,3.0,0.5714285714285714,0.6666666666666666,37.0,91.0,21.0,55.0,0.4065934065934066,0.3818181818181818,4.0,8.0,1.0,4.0,0.5,0.25,5.0,6.0,5.0,9.0,0.8333333333333334,0.5555555555555556,177.0,-192.0,0
3802,3802,Josh Thomson,Pat Healy,0,0,18,35,17,61,0.51,0.27,29,46,80,130,0.6304347826086957,0.6153846153846154,0,1,4,9,0.0,0.4444444444444444,6,1,1,0,2,10.0,9,5.0,130.0,545.0,Rear Naked Choke,Strikeforce - Fedor vs. Werdum,http://www.ufcstats.com/event-details/c47df9303d318c67,2010-06-26,Josh Thomson,8.0,24.0,13.0,56.0,0.3333333333333333,0.2321428571428571,5.0,6.0,4.0,5.0,0.8333333333333334,0.8,5.0,5.0,0.0,0.0,1.0,0.0,10.0,26.0,9.0,49.0,0.3846153846153846,0.1836734693877551,5.0,6.0,2.0,4.0,0.8333333333333334,0.5,3.0,3.0,6.0,8.0,1.0,0.75,-440.0,390.0,1
3803,3803,Mark Hominick,Yves Jabouin,1,1,63,161,58,155,0.39,0.37,67,166,59,156,0.4036144578313253,0.3782051282051282,0,0,0,0,0.0,0.0,0,0,1,0,1,1.0,0,28.0,61.0,28.0,Punches to Head From Mount,WEC 49: Varner vs. Shalorus,http://www.ufcstats.com/event-details/f2688492b9a525a3,2010-06-20,Mark Hominick,45.0,134.0,26.0,110.0,0.3358208955223881,0.2363636363636363,17.0,24.0,13.0,20.0,0.7083333333333334,0.65,1.0,3.0,19.0,25.0,0.3333333333333333,0.76,36.0,113.0,52.0,146.0,0.3185840707964602,0.3561643835616438,4.0,8.0,3.0,4.0,0.5,0.75,23.0,40.0,3.0,5.0,0.575,0.6,-180.0,158.0,1
3804,3804,Eddie Wineland,Will Campuzano,2,0,60,166,29,132,0.36,0.21,71,177,29,132,0.4011299435028249,0.2196969696969697,0,0,0,0,0.0,0.0,0,0,0,0,0,16.0,0,0.0,16.0,0.0,Punch to Body In Clinch,WEC 49: Varner vs. Shalorus,http://www.ufcstats.com/event-details/f2688492b9a525a3,2010-06-20,Eddie Wineland,50.0,146.0,13.0,106.0,0.3424657534246575,0.1226415094339622,6.0,13.0,3.0,9.0,0.4615384615384615,0.3333333333333333,4.0,7.0,13.0,17.0,0.5714285714285714,0.7647058823529411,40.0,130.0,28.0,127.0,0.3076923076923077,0.2204724409448819,7.0,18.0,1.0,5.0,0.3888888888888889,0.2,13.0,18.0,0.0,0.0,0.7222222222222222,0.0,-170.0,150.0,1
3805,3805,Jamie Varner,Kamal Shalorus,0,0,40,151,56,130,0.26,0.43,47,159,105,180,0.2955974842767295,0.5833333333333334,0,1,1,2,0.0,0.5,0,0,0,0,0,0.0,2,35.0,0.0,155.0,Point Deducted: Kicks to Groin by Shalorus                Nelson Hamilton                                     27 - 29.          Cameron Quwek                                     29 - 27.          Cecil Peoples                                     28 - 28.,WEC 49: Varner vs. Shalorus,http://www.ufcstats.com/event-details/f2688492b9a525a3,2010-06-20,Kamal Shalorus,34.0,140.0,17.0,77.0,0.2428571428571428,0.2207792207792207,2.0,4.0,14.0,20.0,0.5,0.7,4.0,7.0,25.0,33.0,0.5714285714285714,0.7575757575757576,38.0,142.0,51.0,121.0,0.2676056338028169,0.4214876033057851,0.0,4.0,1.0,2.0,0.0,0.5,2.0,5.0,4.0,7.0,0.4,0.5714285714285714,-220.0,180.0,1
3806,3806,Raphael Assuncao,Diego Nunes,0,0,34,115,37,127,0.29,0.29,39,120,37,127,0.325,0.2913385826771653,2,5,0,0,0.4,0.0,0,0,0,0,0,38.0,0,23.0,38.0,23.0,27 - 30.                                                29 - 28.                                                28 - 29.,WEC 49: Varner vs. Shalorus,http://www.ufcstats.com/event-details/f2688492b9a525a3,2010-06-20,Diego Nunes,20.0,92.0,11.0,43.0,0.217391304347826,0.2558139534883721,6.0,9.0,8.0,20.0,0.6666666666666666,0.4,8.0,14.0,18.0,64.0,0.5714285714285714,0.28125,27.0,97.0,34.0,124.0,0.2783505154639175,0.2741935483870967,7.0,18.0,3.0,3.0,0.3888888888888889,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-190.0,165.0,1
3807,3807,Spencer Fisher,Dennis Siver,0,0,52,142,77,256,0.36,0.3,52,142,77,256,0.3661971830985915,0.30078125,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,0.0,1.0,Adalaide Byrd                                     27 - 30.          Patricia Morse-Jarman                                     28 - 29.          Jeff Collins                                     28 - 29.,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,http://www.ufcstats.com/event-details/9bcf8603ceb25680,2010-06-19,Dennis Siver,21.0,97.0,31.0,189.0,0.2164948453608247,0.164021164021164,12.0,19.0,15.0,31.0,0.631578947368421,0.4838709677419355,19.0,26.0,31.0,36.0,0.7307692307692307,0.8611111111111112,51.0,140.0,76.0,254.0,0.3642857142857142,0.2992125984251969,1.0,2.0,1.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-190.0,165.0,1
3808,3808,John Gunderson,Mark Holst,0,0,31,59,2,16,0.52,0.12,83,117,5,19,0.7094017094017094,0.2631578947368421,4,8,1,1,0.5,1.0,0,3,0,0,12,30.0,0,56.0,750.0,56.0,Adalaide Byrd                                     27 - 30.          Jeff Collins                                     27 - 30.          Lester Griffin                                     27 - 30.,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,http://www.ufcstats.com/event-details/9bcf8603ceb25680,2010-06-19,John Gunderson,24.0,51.0,0.0,13.0,0.4705882352941176,0.0,5.0,5.0,1.0,2.0,1.0,0.5,2.0,3.0,1.0,1.0,0.6666666666666666,1.0,8.0,21.0,1.0,15.0,0.3809523809523809,0.0666666666666666,1.0,2.0,1.0,1.0,0.5,1.0,22.0,36.0,0.0,0.0,0.6111111111111112,0.0,-200.0,170.0,1
3809,3809,Chris Leben,Aaron Simpson,0,0,42,92,43,78,0.45,0.55,66,118,56,94,0.559322033898305,0.5957446808510638,0,0,2,10,0.0,0.2,0,1,0,0,0,44.0,3,44.0,44.0,224.0,Punches to Head In Clinch,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,http://www.ufcstats.com/event-details/9bcf8603ceb25680,2010-06-19,Chris Leben,31.0,74.0,28.0,59.0,0.4189189189189189,0.4745762711864407,2.0,5.0,9.0,13.0,0.4,0.6923076923076923,9.0,13.0,6.0,6.0,0.6923076923076923,1.0,21.0,62.0,19.0,50.0,0.3387096774193548,0.38,17.0,26.0,20.0,22.0,0.6538461538461539,0.9090909090909092,4.0,4.0,4.0,6.0,1.0,0.6666666666666666,280.0,-310.0,0
3810,3810,Jamie Yager,Rich Attonito,0,0,29,74,24,65,0.39,0.36,31,76,38,79,0.4078947368421052,0.4810126582278481,0,1,1,3,0.0,0.3333333333333333,0,0,0,0,0,0.0,1,56.0,0.0,116.0,Punches to Head From Back Control,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,http://www.ufcstats.com/event-details/9bcf8603ceb25680,2010-06-19,Rich Attonito,17.0,57.0,21.0,60.0,0.2982456140350877,0.35,1.0,5.0,1.0,2.0,0.2,0.5,11.0,12.0,2.0,3.0,0.9166666666666666,0.6666666666666666,24.0,68.0,12.0,49.0,0.3529411764705882,0.2448979591836734,4.0,5.0,1.0,1.0,0.8,1.0,1.0,1.0,11.0,15.0,1.0,0.7333333333333333,120.0,-140.0,0
3811,3811,Keith Jardine,Matt Hamill,0,0,65,227,77,199,0.28,0.38,66,228,90,214,0.2894736842105263,0.4205607476635514,0,0,2,9,0.0,0.2222222222222222,0,0,0,0,0,0.0,1,31.0,0.0,91.0,Point Deducted: Eye Poke by Jardine                Adalaide Byrd                                     27 - 29.          Patricia Morse-Jarman                                     27 - 29.          Tony Weeks                                     28 - 28.,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,http://www.ufcstats.com/event-details/9bcf8603ceb25680,2010-06-19,Matt Hamill,45.0,200.0,67.0,185.0,0.225,0.3621621621621622,4.0,7.0,1.0,2.0,0.5714285714285714,0.5,16.0,20.0,9.0,12.0,0.8,0.75,62.0,221.0,64.0,179.0,0.2805429864253393,0.3575418994413408,3.0,6.0,13.0,20.0,0.5,0.65,0.0,0.0,0.0,0.0,0.0,0.0,140.0,-150.0,0
3812,3812,Brad Tavares,Seth Baczynski,0,0,18,34,22,44,0.52,0.5,54,74,46,71,0.7297297297297297,0.647887323943662,3,6,0,2,0.5,0.0,0,3,1,0,11,33.0,1,46.0,693.0,106.0,Patricia Morse-Jarman                                     28 - 29.          Junichiro Kamijo                                     28 - 29.          Tony Weeks                                     28 - 29.,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,http://www.ufcstats.com/event-details/9bcf8603ceb25680,2010-06-19,Brad Tavares,13.0,29.0,16.0,32.0,0.4482758620689655,0.5,4.0,4.0,3.0,7.0,1.0,0.4285714285714285,1.0,1.0,3.0,5.0,1.0,0.6,6.0,16.0,6.0,18.0,0.375,0.3333333333333333,1.0,3.0,7.0,13.0,0.3333333333333333,0.5384615384615384,11.0,15.0,9.0,13.0,0.7333333333333333,0.6923076923076923,-220.0,180.0,1
3813,3813,James McSweeney,Travis Browne,0,1,6,11,19,44,0.54,0.43,7,12,28,55,0.5833333333333334,0.509090909090909,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,2,21.0,0.0,141.0,Punches to Head From Mount,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,http://www.ufcstats.com/event-details/9bcf8603ceb25680,2010-06-19,Travis Browne,2.0,4.0,18.0,40.0,0.5,0.45,1.0,3.0,1.0,3.0,0.3333333333333333,0.3333333333333333,3.0,4.0,0.0,1.0,0.75,0.0,6.0,11.0,3.0,17.0,0.5454545454545454,0.1764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,27.0,0.0,0.5925925925925926,165.0,-190.0,0
3814,3814,Josh Bryant,Kyle Noke,0,1,9,45,50,88,0.2,0.56,9,45,50,88,0.2,0.5681818181818182,0,2,0,0,0.0,0.0,0,0,0,0,0,0.0,0,5.0,0.0,5.0,Punches to Head On Ground,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,http://www.ufcstats.com/event-details/9bcf8603ceb25680,2010-06-19,Kyle Noke,7.0,38.0,28.0,62.0,0.1842105263157894,0.4516129032258064,1.0,2.0,4.0,4.0,0.5,1.0,1.0,5.0,18.0,22.0,0.2,0.8181818181818182,9.0,45.0,43.0,74.0,0.2,0.581081081081081,0.0,0.0,4.0,6.0,0.0,0.6666666666666666,0.0,0.0,3.0,8.0,0.0,0.375,155.0,-175.0,0
3815,3815,Chris Camozzi,James Hammortree,0,0,62,111,29,95,0.55,0.3,71,123,40,107,0.5772357723577236,0.3738317757009345,0,5,2,4,0.0,0.5,0,1,0,0,3,44.0,2,23.0,224.0,143.0,Patricia Morse-Jarman                                     28 - 29.          Tony Weeks                                     27 - 30.          Lester Griffin                                     27 - 30.,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,http://www.ufcstats.com/event-details/9bcf8603ceb25680,2010-06-19,Chris Camozzi,17.0,54.0,21.0,84.0,0.3148148148148148,0.25,21.0,29.0,2.0,3.0,0.7241379310344828,0.6666666666666666,24.0,28.0,6.0,8.0,0.8571428571428571,0.75,39.0,74.0,14.0,56.0,0.527027027027027,0.25,23.0,37.0,13.0,34.0,0.6216216216216216,0.3823529411764705,0.0,0.0,2.0,5.0,0.0,0.4,-160.0,140.0,1
3816,3816,Trevor Prangley,Tim Kennedy,0,0,2,2,9,13,1.0,0.69,7,7,14,18,1.0,0.7777777777777778,0,2,1,3,0.0,0.3333333333333333,0,1,0,0,0,11.0,2,56.0,11.0,176.0,Rear Naked Choke,Strikeforce - Los Angeles,http://www.ufcstats.com/event-details/37b1696e6d115957,2010-06-16,Tim Kennedy,0.0,0.0,4.0,8.0,0.0,0.5,2.0,2.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.6666666666666666,2.0,2.0,2.0,3.0,1.0,0.6666666666666666,0.0,0.0,5.0,7.0,0.0,0.7142857142857143,165.0,-190.0,0
3817,3817,Robbie Lawler,Renato Sobral,0,0,33,113,54,157,0.29,0.34,40,120,59,162,0.3333333333333333,0.3641975308641975,0,0,1,5,0.0,0.2,0,0,0,0,0,9.0,1,35.0,9.0,95.0,Abe Belardo                                     28 - 29.          Lester Griffin                                     28 - 29.          Nelson Hamilton                                     28 - 29.,Strikeforce - Los Angeles,http://www.ufcstats.com/event-details/37b1696e6d115957,2010-06-16,Renato Sobral,27.0,104.0,21.0,105.0,0.2596153846153846,0.2,2.0,4.0,19.0,31.0,0.5,0.6129032258064516,4.0,5.0,14.0,21.0,0.8,0.6666666666666666,28.0,107.0,40.0,136.0,0.2616822429906542,0.2941176470588235,5.0,6.0,14.0,21.0,0.8333333333333334,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,-125.0,105.0,1
3818,3818,Chuck Liddell,Rich Franklin,0,1,17,41,24,52,0.41,0.46,19,44,27,55,0.4318181818181818,0.4909090909090909,1,1,0,0,1.0,0.0,0,0,0,0,0,29.0,0,5.0,29.0,5.0,Punch to Head At Distance,UFC 115: Liddell vs Franklin,http://www.ufcstats.com/event-details/cfb65863d5099327,2010-06-12,Rich Franklin,12.0,35.0,14.0,40.0,0.3428571428571428,0.35,2.0,2.0,4.0,5.0,1.0,0.8,3.0,4.0,6.0,7.0,0.75,0.8571428571428571,14.0,36.0,20.0,46.0,0.3888888888888889,0.4347826086956521,2.0,4.0,2.0,4.0,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,-119.0,109.0,1
3819,3819,James Wilks,Peter Sobotta,0,0,38,80,15,57,0.47,0.26,83,130,46,93,0.6384615384615384,0.4946236559139785,1,5,1,6,0.2,0.1666666666666666,1,2,2,1,3,18.0,8,7.0,198.0,487.0,Chris Franco                                     27 - 30.          Lance Gibson                                     28 - 30.          Nelson Hamilton                                     27 - 30.,UFC 115: Liddell vs Franklin,http://www.ufcstats.com/event-details/cfb65863d5099327,2010-06-12,James Wilks,21.0,61.0,8.0,44.0,0.3442622950819672,0.1818181818181818,11.0,12.0,4.0,10.0,0.9166666666666666,0.4,6.0,7.0,3.0,3.0,0.8571428571428571,1.0,16.0,47.0,7.0,39.0,0.3404255319148936,0.1794871794871795,14.0,21.0,7.0,16.0,0.6666666666666666,0.4375,8.0,12.0,1.0,2.0,0.6666666666666666,0.5,-325.0,265.0,1
3820,3820,Mirko Filipovic,Pat Barry,1,2,42,100,25,66,0.42,0.37,113,174,26,67,0.6494252873563219,0.3880597014925373,0,1,0,0,0.0,0.0,2,0,0,0,4,27.0,0,4.0,267.0,4.0,Rear Naked Choke,UFC 115: Liddell vs Franklin,http://www.ufcstats.com/event-details/cfb65863d5099327,2010-06-12,Mirko Filipovic,26.0,80.0,11.0,45.0,0.325,0.2444444444444444,10.0,13.0,0.0,1.0,0.7692307692307693,0.0,6.0,7.0,14.0,20.0,0.8571428571428571,0.7,26.0,81.0,24.0,65.0,0.3209876543209876,0.3692307692307692,12.0,15.0,1.0,1.0,0.8,1.0,4.0,4.0,0.0,0.0,1.0,0.0,163.0,-173.0,0
3821,3821,Tyson Griffin,Evan Dunham,0,0,26,70,28,73,0.37,0.38,62,117,52,107,0.5299145299145299,0.4859813084112149,0,2,3,6,0.0,0.5,1,1,0,0,0,18.0,8,55.0,18.0,535.0,Chris Franco                                     27 - 30.          Tony Weeks                                     29 - 28.          Lance Gibson                                     28 - 29.,UFC 115: Liddell vs Franklin,http://www.ufcstats.com/event-details/cfb65863d5099327,2010-06-12,Evan Dunham,10.0,44.0,17.0,61.0,0.2272727272727272,0.2786885245901639,0.0,2.0,9.0,9.0,0.0,1.0,16.0,24.0,2.0,3.0,0.6666666666666666,0.6666666666666666,25.0,67.0,24.0,67.0,0.373134328358209,0.3582089552238806,1.0,3.0,4.0,5.0,0.3333333333333333,0.8,0.0,0.0,0.0,1.0,0.0,0.0,-180.0,168.0,1
3822,3822,David Loiseau,Mario Miranda,0,0,2,10,42,63,0.2,0.66,3,11,131,194,0.2727272727272727,0.6752577319587629,0,0,3,3,0.0,1.0,0,0,0,0,0,40.0,7,21.0,40.0,441.0,Elbows to Head From Back Control,UFC 115: Liddell vs Franklin,http://www.ufcstats.com/event-details/cfb65863d5099327,2010-06-12,Mario Miranda,1.0,8.0,35.0,54.0,0.125,0.6481481481481481,1.0,1.0,6.0,8.0,1.0,0.75,0.0,1.0,1.0,1.0,0.0,1.0,1.0,8.0,2.0,5.0,0.125,0.4,1.0,2.0,4.0,6.0,0.5,0.6666666666666666,0.0,0.0,36.0,52.0,0.0,0.6923076923076923,205.0,-245.0,0
3823,3823,Mike Pyle,Jesse Lennox,1,0,49,122,37,120,0.4,0.3,77,153,45,130,0.5032679738562091,0.3461538461538461,0,5,1,1,0.0,1.0,3,0,1,0,2,49.0,2,16.0,169.0,136.0,Triangle Choke From Bottom Guard      Technical Submission,UFC 115: Liddell vs Franklin,http://www.ufcstats.com/event-details/cfb65863d5099327,2010-06-12,Mike Pyle,34.0,105.0,14.0,79.0,0.3238095238095238,0.1772151898734177,3.0,3.0,10.0,25.0,1.0,0.4,12.0,14.0,13.0,16.0,0.8571428571428571,0.8125,41.0,105.0,32.0,105.0,0.3904761904761905,0.3047619047619048,2.0,6.0,2.0,6.0,0.3333333333333333,0.3333333333333333,6.0,11.0,3.0,9.0,0.5454545454545454,0.3333333333333333,110.0,-130.0,0
